abandon	əˈbændən
normality	nɔːˈmæləti
northerly	ˈnɔːðəli
northbound	ˈnɔːθbaʊnd
north	nɔːθ
northerner	ˈnɔːðənə(r)
normative	ˈnɔːmətɪv
nose	nəʊz
northwards	ˈnɔːθwədz
northward	ˈnɔːθwəd
normalize	ˈnɔːməlaɪz
normalization	ˌnɔːməlaɪˈzeɪʃn
nosebleed	ˈnəʊzbliːd
noseband	ˈnəʊzbænd
nosegay	ˈnəʊzɡeɪ
northernmost	ˈnɔːðənməʊst
nosedive	ˈnəʊzdaɪv
nosh	nɒʃ
nostalgia	nɒˈstældʒə
nostalgic	nɒˈstældʒɪk
nostalgically	nɒˈstældʒɪkli
normal	ˈnɔːml
normally	ˈnɔːməli
nosebag	ˈnəʊzbæɡ
nostril	ˈnɒstrəl
northern	ˈnɔːðən
notarize	ˈnəʊtəraɪz
nosology	nɒˈsɒlədʒi
notably	ˈnəʊtəbli
notable	ˈnəʊtəbl
nostrum	ˈnɒstrəm
notation	nəʊˈteɪʃn
notebook	ˈnəʊtbʊk
notch	nɒtʃ
notepad	ˈnəʊtpæd
nothingness	ˈnʌθɪŋnəs
nothing	ˈnʌθɪŋ
noteworthy	ˈnəʊtwɜːði
nother	ˈnʌðə(r)
notifiable	ˈnəʊtɪfaɪəbl
notional	ˈnəʊʃənl
notionally	ˈnəʊʃənəli
noted	ˈnəʊtɪd
notification	ˌnəʊtɪfɪˈkeɪʃn
notorious	nəʊˈtɔːriəs
notoriously	nəʊˈtɔːriəsli
noticeable	ˈnəʊtɪsəbl
noticeably	ˈnəʊtɪsəbli
notoriety	ˌnəʊtəˈraɪəti
nougat	ˈnuːɡɑː
notwithstanding	ˌnɒtwɪθˈstændɪŋ
note	nəʊt
notion	ˈnəʊʃn
notepaper	ˈnəʊtpeɪpə(r)
not	nɒt
nourish	ˈnʌrɪʃ
nourishing	ˈnʌrɪʃɪŋ
nourishment	ˈnʌrɪʃmənt
nought	nɔːt
novel	ˈnɒvl
novelette	ˌnɒvəˈlet
nous	naʊs
nova	ˈnəʊvə
novae	ˈnəʊviː
novas	ˈnəʊviː
novella	nəˈvelə
novice	ˈnɒvɪs
notice	ˈnəʊtɪs
noun	naʊn
novelistic	ˌnɒvəˈlɪstɪk
nowhere	ˈnəʊweə(r)
novelist	ˈnɒvəlɪst
novitiate	nəʊˈvɪʃiət
nowt	naʊt
nu	njuː
nuance	ˈnjuːɑːns
nub	nʌb
novocaine	ˈnəʊvəkeɪn
nowadays	ˈnaʊədeɪz
noxious	ˈnɒkʃəs
nozzle	ˈnɒzl
nuclear	ˈnjuːkliə(r)
nude	njuːd
nubile	ˈnjuːbaɪl
nudge	nʌdʒ
nudism	ˈnjuːdɪzəm
nucleus	ˈnjuːkliəs
nuclei	ˈnjuːkliaɪ
nudity	ˈnjuːdəti
now	naʊ
nugget	ˈnʌɡɪt
nuisance	ˈnjuːsns
nudist	ˈnjuːdɪst
nudie	ˈnjuːdi
nuke	njuːk
number	ˈnʌmbə(r)
nugatory	ˈnjuːɡətəri
null	nʌl
numeracy	ˈnjuːmərəsi
numerate	ˈnjuːmərət
nullity	ˈnʌləti
numb	nʌm
numbly	nʌmli
numbness	nʌmnəs
numbing	ˈnʌmɪŋ
numberless	ˈnʌmbələs
numerator	ˈnjuːməreɪtə(r)
numbskull	ˈnʌmskʌl
numerology	ˌnjuːməˈrɒlədʒi
numerological	ˌnjuːmərəˈlɑdʒɪkl
numeral	ˈnjuːmərəl
numerical	njuːˈmerɪkl
numerically	njuːˈmerɪkli
numerous	ˈnjuːmərəs
numinous	ˈnjuːmɪnəs
numismatist	njuːˈmɪzmətɪst
numismatics	ˌnjuːmɪzˈmætɪks
numismatic	ˌnjuːmɪzˈmætɪk
nun	nʌn
nuptials	ˈnʌpʃlz
nurse	nɜːs
nuptial	ˈnʌpʃl
nurture	ˈnɜːtʃə(r)
nursemaid	ˈnɜːsmeɪd
nutcracker	ˈnʌtkrækə(r)
nutcase	ˈnʌtkeɪs
nurseryman	ˈnɜːsərimən
nurserymen	ˈnɜːsərimən
nursing	ˈnɜːsɪŋ
nutmeg	ˈnʌtmeɡ
nuthatch	ˈnʌthætʃ
nut	nʌt
nutritionist	njuˈtrɪʃənɪst
nutshell	ˈnʌtʃel
nutter	ˈnʌtə(r)
nutrient	ˈnjuːtriənt
nutritious	njuˈtrɪʃəs
nuzzle	ˈnʌzl
nutrition	njuˈtrɪʃn
nutritional	njuˈtrɪʃənl
nutritionally	njuˈtrɪʃənəli
nymph	nɪmf
nuts	nʌts
nymphet	ˈnɪmfet
oarlock	ˈɔːlɒk
oak	əʊk
nylon	ˈnaɪlɒn
oakum	ˈəʊkəm
oaken	ˈəʊkən
oar	ɔː(r)
oat	əʊt
oatcake	ˈəʊtkeɪk
oath	əʊθ
oaths	əʊðz
oater	ˈəʊtə(r)
obdurate	ˈɒbdjərət
obduracy	ˈɒbdjərəsi
obdurately	ˈɒbdjərətli
obe	ˌəʊ biː ˈiː
obeisance	əʊˈbeɪsns
oasis	əʊˈeɪsɪs
oases	əʊˈeɪsiːz
oarsman	ˈɔːzmən
oarsmen	ˈɔːzmən
oarswomen	ˈɔːzmən
obelisk	ˈɒbəlɪsk
oatmeal	ˈəʊtmiːl
oats	əʊts
obedient	əˈbiːdiənt
obedience	əˈbiːdiəns
obediently	əˈbiːdiəntli
obese	əʊˈbiːs
obesity	əʊˈbiːsəti
obey	əˈbeɪ
object	ˈɒbdʒɪkt
objectionable	əbˈdʒekʃənəbl
objection	əbˈdʒekʃn
obi	ˈəʊbi
objectification	əbˌdʒektɪfɪˈkeɪʃn
objective	əbˈdʒektɪv
obligation	ˌɒblɪˈɡeɪʃn
objector	əbˈdʒektə(r)
oblige	əˈblaɪdʒ
obligated	ˈɒblɪɡeɪtɪd
oblique	əˈbliːk
obliquely	əˈbliːkli
obliged	əˈblaɪdʒd
obligatory	əˈblɪɡətri
obliging	əˈblaɪdʒɪŋ
obligingly	əˈblaɪdʒɪŋli
obloquy	ˈɒbləkwi
obnoxious	əbˈnɒkʃəs
obnoxiously	əbˈnɒkʃəsli
oblivious	əˈblɪviəs
obliviously	əˈblɪviəsli
oblong	ˈɒblɒŋ
obliterate	əˈblɪtəreɪt
obliteration	əˌblɪtəˈreɪʃn
oblivion	əˈblɪviən
oboe	ˈəʊbəʊ
oboist	ˈəʊbəʊɪst
obscene	əbˈsiːn
obscenely	əbˈsiːnli
obscurantism	ˌɒbskjuˈræntɪzəm
obscurantist	ˌɒbskjuˈræntɪst
observance	əbˈzɜːvəns
observer	əbˈzɜːvə(r)
obsequies	ˈɒbsəkwiz
observant	əbˈzɜːvənt
obsessional	əbˈseʃənl
obsessionally	əbˈseʃənli
obsession	əbˈseʃn
observable	əbˈzɜːvəbl
observably	əbˈzɜːvəbli
obsequious	əbˈsiːkwiəs
obsequiously	əbˈsiːkwiəsli
obsequiousness	əbˈsiːkwiəsnəs
obsessive	əbˈsesɪv
obsessively	əbˈsesɪvli
obsess	əbˈses
obsidian	əbˈsɪdiən
obsolete	ˈɒbsəliːt
observe	əbˈzɜːv
obstetrics	əbˈstetrɪks
obstetric	əbˈstetrɪk
obstruct	əbˈstrʌkt
obsolescence	ˌɒbsəˈlesns
obsolescent	ˌɒbsəˈlesnt
obstetrician	ˌɒbstəˈtrɪʃn
obstreperous	əbˈstrepərəs
obstacle	ˈɒbstəkl
obstruction	əbˈstrʌkʃn
obstructionism	əbˈstrʌkʃənɪzəm
obstructionist	əbˈstrʌkʃənɪst
obstructive	əbˈstrʌktɪv
obtrude	əbˈtruːd
obtainable	əbˈteɪnəbl
obtrusive	əbˈtruːsɪv
obtrusively	əbˈtruːsɪvli
obtain	əbˈteɪn
obtuse	əbˈtjuːs
obtuseness	əbˈtjuːsnəs
obverse	ˈɒbvɜːs
obviate	ˈɒbvieɪt
ocarina	ˌɒkəˈriːnə
occasional	əˈkeɪʒənl
obviously	ˈɒbviəsli
occasion	əˈkeɪʒn
occident	ˈɒksɪdənt
occidental	ˌɒksɪˈdentl
obvious	ˈɒbviəs
obviousness	ˈɒbviəsnəs
occlude	əˈkluːd
occlusion	əˈkluːʒn
occupancy	ˈɒkjəpənsi
occultist	əˈkʌltɪst
occult	əˈkʌlt
occupant	ˈɒkjəpənt
occupier	ˈɒkjupaɪə(r)
occurrence	əˈkʌrəns
occupation	ˌɒkjuˈpeɪʃn
occupational	ˌɒkjuˈpeɪʃənl
occupationally	ˌɒkjuˈpeɪʃənli
occasionally	əˈkeɪʒnəli
oceanarium	ˌəʊʃəˈneəriəm
oceanography	ˌəʊʃəˈnɒɡrəfi
oceanographer	ˌəʊʃəˈnɒɡrəfə(r)
occupied	ˈɒkjupaɪd
oceanic	ˌəʊʃiˈænɪk
oceanfront	ˈəʊʃnfrʌnt
ocelot	ˈɒsəlɒt
ocean	ˈəʊʃn
ochre	ˈəʊkə(r)
octane	ˈɒkteɪn
ocker	ˈɒkə(r)
octagon	ˈɒktəɡən
octagonal	ɒkˈtæɡənl
octahedron	ˌɒktəˈhiːdrən
octameter	ɒkˈtæmɪtə(r)
octet	ɒkˈtet
octave	ˈɒktɪv
octogenarian	ˌɒktədʒəˈneəriən
octosyllable	ˈɒktəʊsɪləbl
octosyllabic	ˌɒktəʊsɪˈlæbɪk
oddball	ˈɒdbɔːl
oculist	ˈɒkjəlɪst
oddly	ˈɒdli
ocular	ˈɒkjələ(r)
oddments	ˈɒdməntz
odium	ˈəʊdiəm
odious	ˈəʊdiəs
ode	əʊd
odometer	əʊˈdɒmɪtə(r)
odds	ɒdz
odorous	ˈəʊdərəs
odour	ˈəʊdə(r)
odyssey	ˈɒdəsi
oedema	ɪˈdiːmə
oenology	iːˈnɒlədʒi
oedipal	ˈiːdɪpl
oenophile	ˈiːnəfaɪl
oesophagus	iˈsɒfəɡəs
oesophaguses	iˈsɒfəɡaɪ
oesophagi	iˈsɒfəɡaɪ
offence	əˈfens
offbeat	ˌɒfˈbiːt
oeuvre	ˈɜːvrə
offal	ˈɒfl
oestrus	ˈiːstrəs
offcut	ˈɒfkʌt
offense	əˈfens
offender	əˈfendə(r)
offending	əˈfendɪŋ
off	ɒf
offhand	ˌɒfˈhænd
offhandedly	ˌɒfˈhændɪdli
offensive	əˈfensɪv
offensively	əˈfensɪvli
offensiveness	əˈfensɪvnəs
officialese	əˌfɪʃəˈliːz
officiate	əˈfɪʃieɪt
of	əv
officialdom	əˈfɪʃldəm
official	əˈfɪʃl
offering	ˈɒfərɪŋ
officious	əˈfɪʃəs
officiously	əˈfɪʃəsli
officiousness	əˈfɪʃəsnəs
offing	ˈɒfɪŋ
offload	ˌɒfˈləʊd
oft	ɒft
offer	ˈɒfə(r)
officer	ˈɒfɪsə(r)
offside	ˌɒfˈsaɪd
often	ˈɒfn
offprint	ˈɒfprɪnt
offstage	ˌɒfˈsteɪdʒ
offshoot	ˈɒfʃuːt
officially	əˈfɪʃəli
oftentimes	ˈɒfntaɪmz
office	ˈɒfɪs
offshore	ˌɒfˈʃɔː(r)
oil	ɔɪl
ogham	ˈɒɡəm
ogle	ˈəʊɡl
ogre	ˈəʊɡə(r)
ogress	ˈəʊɡres
ohm	əʊm
oho	əʊˈhəʊ
oilcloth	ˈɔɪlklɒθ
ohmmeter	ˈəʊmmiːtə(r)
oh	əʊ
oilcan	ˈɔɪlkæn
oiled	ɔɪld
oilskin	ˈɔɪlskɪn
okapi	əʊˈkɑːpi
oilman	ˈɔɪlmæn
oilmen	ˈɔɪlmen
ointment	ˈɔɪntmənt
oink	ɔɪŋk
ole	əʊl
oldster	ˈəʊldstə(r)
oke	əʊk
oldish	ˈəʊldɪʃ
oldie	ˈəʊldi
olden	ˈəʊldən
oleaginous	ˌəʊliˈædʒɪnəs
okra	ˈəʊkrə
oleander	ˌəʊliˈændə(r)
oligarch	ˈɒlɪɡɑːk
olfactory	ɒlˈfæktəri
olive	ˈɒlɪv
omelette	ˈɒmlət
olympiad	əˈlɪmpiæd
ombudsman	ˈɒmbʊdzmən
ombudsmen	ˈɒmbʊdzmən
omen	ˈəʊmən
omega	ˈəʊmɪɡə
omnibus	ˈɒmnɪbəs
omicron	əʊˈmaɪkrɒn
ominous	ˈɒmɪnəs
ominously	ˈɒmɪnəsli
omission	əˈmɪʃn
omnidirectional	ˌɒmnɪdəˈrekʃənl
omnipotent	ɒmˈnɪpətənt
omnipotence	ɒmˈnɪpətəns
one	wʌn
omnipresent	ˌɒmnɪˈpreznt
omnipresence	ˌɒmnɪˈprezns
omnivorous	ɒmˈnɪvərəs
omniscient	ɒmˈnɪsiənt
omniscience	ɒmˈnɪsiəns
onanism	ˈəʊnənɪzəm
oncoming	ˈɒnkʌmɪŋ
omnivore	ˈɒmnɪvɔː(r)
oncology	ɒŋˈkɒlədʒi
oncologist	ɒŋˈkɒlədʒɪst
once	wʌns
on	ɒn
onerous	ˈəʊnərəs
oneness	ˈwʌnnəs
oneself	wʌnˈself
ongoing	ˈɒnɡəʊɪŋ
onlooker	ˈɒnlʊkə(r)
onomatopoeia	ˌɒnəˌmætəˈpiːə
onomatopoeic	ˌɒnəˌmætəˈpiːɪk
onrush	ˈɒnrʌʃ
onomastics	ˌɒnəˈmæstɪks
only	ˈəʊnli
onion	ˈʌnjən
onshore	ˈɒnʃɔː(r)
onset	ˈɒnset
onside	ˌɒnˈsaɪd
onstage	ˌɒnˈsteɪdʒ
oodles	ˈuːdlz
onyx	ˈɒnɪks
onus	ˈəʊnəs
onward	ˈɒnwəd
onslaught	ˈɒnslɔːt
ontology	ɒnˈtɒlədʒi
ontological	ˌɒntəˈlɒdʒɪkl
onwards	ˈɒnwədz
ooh	uː
oomph	ʊmf
oompah	ˈʊmpɑː
ooze	uːz
oops	ʊps
op	ɒp
onto	ˈɒntə
opal	ˈəʊpl
opacity	əʊˈpæsəti
opaque	əʊˈpeɪk
opalescent	ˌəʊpəˈlesnt
opencast	ˈəʊpənkɑːst
openness	ˈəʊpənnəs
open	ˈəʊpən
operation	ˌɒpəˈreɪʃn
operable	ˈɒpərəbl
opener	ˈəʊpnə(r)
operand	ˈɒpərænd
operational	ˌɒpəˈreɪʃənl
operationally	ˌɒpəˈreɪʃənli
opening	ˈəʊpnɪŋ
operative	ˈɒpərətɪv
openly	ˈəʊpənli
opera	ˈɒprə
operatic	ˌɒpəˈrætɪk
operetta	ˌɒpəˈretə
operator	ˈɒpəreɪtə(r)
ophthalmologist	ˌɒfθælˈmɒlədʒɪst
ophthalmic	ɒfˈθælmɪk
operate	ˈɒpəreɪt
ophthalmology	ˌɒfθælˈmɒlədʒi
opine	əʊˈpaɪn
opiate	ˈəʊpiət
opossum	əˈpɒsəm
opinionated	əˈpɪnjəneɪtɪd
opium	ˈəʊpiəm
opportunistic	ˌɒpətjuːˈnɪstɪk
opportunist	ˌɒpəˈtjuːnɪst
opportunism	ˌɒpəˈtjuːnɪzəm
opponent	əˈpəʊnənt
opportune	ˈɒpətjuːn
opportunely	ˈɒpətjuːnli
opinion	əˈpɪnjən
opprobrium	əˈprəʊbriəm
opprobrious	əˈprəʊbriəs
oppress	əˈpres
oppression	əˈpreʃn
oppressive	əˈpresɪv
oppressively	əˈpresɪvli
optic	ˈɒptɪk
oppressed	əˈprest
oppressor	əˈpresə(r)
oppose	əˈpəʊz
optics	ˈɒptɪks
optimize	ˈɒptɪmaɪz
optimism	ˈɒptɪmɪzəm
optimist	ˈɒptɪmɪst
opposite	ˈɒpəzɪt
option	ˈɒpʃn
opt	ɒpt
optical	ˈɒptɪkl
optically	ˈɒptɪkli
opposition	ˌɒpəˈzɪʃn
oppositional	ˌɒpəˈzɪʃənl
optimum	ˈɒptɪməm
optometry	ɒpˈtɒmətri
optional	ˈɒpʃənl
opposed	əˈpəʊzd
orange	ˈɒrɪndʒ
optometrist	ɒpˈtɒmətrɪst
oracle	ˈɒrəkl
opulent	ˈɒpjələnt
opulence	ˈɒpjələns
opulently	ˈɒpjələntli
oralism	ˈɔːrəlɪzəm
oralist	ˈɔːrəlɪst
oration	ɔːˈreɪʃn
oratorical	ˌɒrəˈtɒrɪkl
opus	ˈəʊpəs
opera	ˈɒpərə
orb	ɔːb
orbital	ˈɔːbɪtl
oracular	əˈrækjələ(r)
orangeade	ˌɒrɪndʒˈeɪd
orator	ˈɒrətə(r)
orbit	ˈɔːbɪt
orbiter	ˈɔːbɪtə(r)
orchard	ˈɔːtʃəd
orchestra	ˈɔːkɪstrə
or	ɔː(r)
orca	ˈɔːkə
orchestral	ɔːˈkestrəl
order	ˈɔːdə(r)
oral	ˈɔːrəl
orally	ˈɔːrəli
orchid	ˈɔːkɪd
ordering	ˈɔːdərɪŋ
ordeal	ɔːˈdiːl
ordinal	ˈɔːdɪnl
ordinance	ˈɔːdɪnəns
ordain	ɔːˈdeɪn
orderly	ˈɔːdəli
orderliness	ˈɔːdəlinəs
ordinary	ˈɔːdnri
ordinariness	ˈɔːdnrinəs
ordinate	ˈɔːdɪnət
ore	ɔː(r)
oregano	ˌɒrɪˈɡɑːnəʊ
ordnance	ˈɔːdnəns
ordination	ˌɔːdɪˈneɪʃn
ordinand	ˈɔːdɪnænd
organdie	ˈɔːɡəndi
ordinarily	ˈɔːdnrəli
ordure	ˈɔːdjʊə(r)
organic	ɔːˈɡænɪk
organically	ɔːˈɡænɪkli
organism	ˈɔːɡənɪzəm
ordered	ˈɔːdəd
organophosphate	ˌɔːɡənəʊˈfɒsfeɪt
organize	ˈɔːɡənaɪz
organizer	ˈɔːɡənaɪzə(r)
organist	ˈɔːɡənɪst
organ	ˈɔːɡən
orient	ˈɔːriənt
oriental	ˌɔːriˈentl
organza	ɔːˈɡænzə
organized	ˈɔːɡənaɪzd
orgasm	ˈɔːɡæzəm
oriel	ˈɔːriəl
orgasmic	ɔːˈɡæzmɪk
orgiastic	ˌɔːdʒiˈæstɪk
orientalist	ˌɔːriˈentəlɪst
orifice	ˈɒrɪfɪs
orientate	ˈɔːriənteɪt
origami	ˌɒrɪˈɡɑːmi
orientation	ˌɔːriənˈteɪʃn
original	əˈrɪdʒənl
orienteering	ˌɔːriənˈtɪərɪŋ
originality	əˌrɪdʒəˈnæləti
ornament	ˈɔːnəmənt
originate	əˈrɪdʒɪneɪt
originator	əˈrɪdʒɪneɪtə(r)
oriole	ˈɔːriəʊl
ornamental	ˌɔːnəˈmentl
ormolu	ˈɔːməluː
origin	ˈɒrɪdʒɪn
ornate	ɔːˈneɪt
ornately	ɔːˈneɪtli
ornamentation	ˌɔːnəmenˈteɪʃn
originally	əˈrɪdʒənəli
ornery	ˈɔːnəri
orogeny	ɒˈrɒdʒəni
ornithologist	ˌɔːnɪˈθɒlədʒɪst
ornithology	ˌɔːnɪˈθɒlədʒi
ornithological	ˌɔːnɪθəˈlɒdʒɪkl
orphan	ˈɔːfn
orographic	ˌɒrəˈɡræfɪk
orotund	ˈɒrətʌnd
orotundity	ˌɒrəˈtʌndɪti
orphanage	ˈɔːfənɪdʒ
orthodontist	ˌɔːθəˈdɒntɪst
ortho	ˈɔːθəʊ
orthodontics	ˌɔːθəˈdɒntɪks
orthodontic	ˌɔːθəˈdɒntɪk
orthodox	ˈɔːθədɒks
orthography	ɔːˈθɒɡrəfi
orthographic	ˌɔːθəˈɡræfɪk
orthopaedics	ˌɔːθəˈpiːdɪks
orthopaedic	ˌɔːθəˈpiːdɪk
os	ˌəʊ ˈes
oscillator	ˈɒsɪleɪtə(r)
oryx	ˈɒrɪks
oscillate	ˈɒsɪleɪt
oscilloscope	əˈsɪləskəʊp
oscillation	ˌɒsɪˈleɪʃn
osier	ˈəʊziə(r)
osmium	ˈɒzmiəm
osprey	ˈɒspreɪ
osmosis	ɒzˈməʊsɪs
osmotic	ɒzˈmɒtɪk
osseous	ˈɒsiəs
ostentatious	ˌɒstenˈteɪʃəs
ostentatiously	ˌɒstenˈteɪʃəsli
ostentation	ˌɒstenˈteɪʃn
osteoarthritis	ˌɒstiəʊɑːˈθraɪtɪs
ostensible	ɒˈstensəbl
ostensibly	ɒˈstensəbli
osteopath	ˈɒstiəpæθ
osteopathy	ˌɒstiˈɒpəθi
osteopathic	ˌɒstiəˈpæθɪk
osteoporosis	ˌɒstiəʊpəˈrəʊsɪs
ostracize	ˈɒstrəsaɪz
ostracism	ˈɒstrəsɪzəm
ostler	ˈɒslə(r)
ostrich	ˈɒstrɪtʃ
otherness	ˈʌðənəs
otitis	əʊˈtaɪtɪs
otiose	ˈəʊtiəʊs
otherwise	ˈʌðəwaɪz
otto	ˈɒtəʊ
otolaryngology	ˌəʊtəʊlærɪŋˈɡɒlədʒi
ouch	aʊtʃ
ottoman	ˈɒtəmən
otter	ˈɒtə(r)
oust	aʊst
oud	uːd
ounce	aʊns
ourselves	ɑːˈselvz
ours	ɑːz
ouster	ˈaʊstə(r)
outage	ˈaʊtɪdʒ
out	aʊt
outback	ˈaʊtbæk
other	ˈʌðə(r)
our	ɑː(r)
outboard	ˈaʊtbɔːd
outbound	ˈaʊtbaʊnd
outbox	ˈaʊtbɒks
outbuilding	ˈaʊtbɪldɪŋ
outburst	ˈaʊtbɜːst
outbreak	ˈaʊtbreɪk
outcome	ˈaʊtkʌm
outclass	ˌaʊtˈklɑːs
outcast	ˈaʊtkɑːst
outcrop	ˈaʊtkrɒp
outdated	ˌaʊtˈdeɪtɪd
outdistance	ˌaʊtˈdɪstəns
outdoor	ˈaʊtdɔː(r)
outdo	ˌaʊtˈduː
outdoes	ˌaʊtˈdʌz
outdid	ˌaʊtˈdʌz
outdone	ˌaʊtˈdʌz
outdoors	ˌaʊtˈdɔːz
outerwear	ˈaʊtəweə(r)
outface	ˌaʊtˈfeɪs
outfall	ˈaʊtfɔːl
outer	ˈaʊtə(r)
outermost	ˈaʊtəməʊst
outfit	ˈaʊtfɪt
outfield	ˈaʊtfiːld
outflank	ˌaʊtˈflæŋk
outfielder	ˈaʊtfiːlde(r)
outfitter	ˈaʊtfɪtə(r)
outfox	ˌaʊtˈfɒks
outflow	ˈaʊtfləʊ
outgrowth	ˈaʊtɡrəʊθ
outgoing	ˈaʊtɡəʊɪŋ
outgoings	ˈaʊtɡəʊɪŋz
outgrow	ˌaʊtˈɡrəʊ
outgrew	ˌaʊtˈɡruː
outgrown	ˌaʊtˈɡruː
outhouse	ˈaʊthaʊs
outing	ˈaʊtɪŋ
outlandish	aʊtˈlændɪʃ
outlandishly	aʊtˈlændɪʃli
outlast	ˌaʊtˈlɑːst
outlet	ˈaʊtlet
outliner	ˈaʊtlaɪnə(r)
outlaw	ˈaʊtlɔː
outlay	ˈaʊtleɪ
outlook	ˈaʊtlʊk
outline	ˈaʊtlaɪn
outnumber	ˌaʊtˈnʌmbə(r)
outlive	ˌaʊtˈlɪv
outpace	ˌaʊtˈpeɪs
outlying	ˈaʊtlaɪɪŋ
outpatient	ˈaʊtpeɪʃnt
outmoded	ˌaʊtˈməʊdɪd
outplay	ˌaʊtˈpleɪ
outpoint	ˌaʊtˈpɔɪnt
outplacement	ˈaʊtpleɪsmənt
outpost	ˈaʊtpəʊst
outpouring	ˈaʊtpɔːrɪŋ
output	ˈaʊtpʊt
outrage	ˈaʊtreɪdʒ
outran	ˌaʊtˈræn
outre	ˈuːtreɪ
outright	ˈaʊtraɪt
outrider	ˈaʊtraɪdə(r)
outrageous	aʊtˈreɪdʒəs
outrageously	aʊtˈreɪdʒəsli
outrank	ˌaʊtˈræŋk
outrigger	ˈaʊtrɪɡə(r)
outreach	ˈaʊtriːtʃ
outrun	ˌaʊtˈrʌn
outrunning	ˌaʊtˈræn
outran	ˌaʊtˈræn
outrun	ˌaʊtˈræn
outset	ˈaʊtset
outside	ˌaʊtˈsaɪd
outsell	ˌaʊtˈsel
outsold	ˌaʊtˈsəʊld
outsold	ˌaʊtˈsəʊld
outsize	ˈaʊtsaɪz
outshine	ˌaʊtˈʃaɪn
outshone	ˌaʊtˈʃɒn
outshone	ˌaʊtˈʃɒn
outskirts	ˈaʊtskɜːts
outsider	ˌaʊtˈsaɪdə(r)
outsmart	ˌaʊtˈsmɑːt
outspread	ˌaʊtˈspred
outstandingly	aʊtˈstændɪŋli
outstay	ˌaʊtˈsteɪ
outstanding	aʊtˈstændɪŋ
outstretched	ˌaʊtˈstretʃt
outward	ˈaʊtwəd
outvote	ˌaʊtˈvəʊt
outwardly	ˈaʊtwədli
outwards	ˈaʊtwədz
outweigh	ˌaʊtˈweɪ
outwork	ˈaʊtwɜːk
outworker	ˈaʊtwɜːkə(r)
outworn	ˈaʊtwɔːn
outworking	ˈaʊtwɜːkɪŋ
ovation	əʊˈveɪʃn
ouzo	ˈuːzəʊ
ova	ˈəʊvə
oven	ˈʌvn
ovenware	ˈʌvnweə(r)
oval	ˈəʊvl
overachieve	ˌəʊvərəˈtʃiːv
overachiever	ˌəʊvərəˈtʃiːvə(r)
ovenproof	ˈʌvnpruːf
overact	ˌəʊvərˈækt
overall	ˌəʊvərˈɔːl
overactive	ˌəʊvərˈæktɪv
overage	ˌəʊvərˈeɪdʒ
overambitious	ˌəʊvəræmˈbɪʃəs
overarm	ˈəʊvərɑːm
overarching	ˌəʊvərˈɑːtʃɪŋ
overbalance	ˌəʊvəˈbæləns
overbearing	ˌəʊvəˈbeərɪŋ
overate	ˌəʊvərˈet
overboard	ˈəʊvəbɔːd
overbite	ˈəʊvəbaɪt
over	ˈəʊvə(r)
overbook	ˌəʊvəˈbʊk
overblown	ˌəʊvəˈbləʊn
overburden	ˌəʊvəˈbɜːdn
overcast	ˌəʊvəˈkɑːst
overcame	ˌəʊvəˈkeɪm
overcapacity	ˌəʊvəkəˈpæsəti
overcautious	ˌəʊvəˈkɔːʃəs
overcharge	ˌəʊvəˈtʃɑːdʒ
overcoat	ˈəʊvəkəʊt
overcompensate	ˌəʊvəˈkɒmpenseɪt
overcome	ˌəʊvəˈkʌm
overcame	ˌəʊvəˈkeɪm
overcome	ˌəʊvəˈkeɪm
overconfident	ˌəʊvəˈkɒnfɪdənt
overcook	ˌəʊvəˈkʊk
overcritical	ˌəʊvəˈkrɪtɪkl
overcrowding	ˌəʊvəˈkraʊdɪŋ
overcrowded	ˌəʊvəˈkraʊdɪd
overdo	ˌəʊvəˈduː
overdoes	ˌəʊvəˈdʌz
overdid	ˌəʊvəˈdʌz
overdone	ˌəʊvəˈdʌz
overdose	ˈəʊvədəʊs
overdressed	ˌəʊvəˈdrest
overdog	ˈəʊvədɒɡ
overdrive	ˈəʊvədraɪv
overdrawn	ˌəʊvəˈdrɔːn
overdue	ˌəʊvəˈdjuː
overdraw	ˌəʊvəˈdrɔː
overdrew	ˌəʊvəˈdruː
overdrawn	ˌəʊvəˈdruː
overdraft	ˈəʊvədrɑːft
overeat	ˌəʊvərˈiːt
overeating	ˌəʊvərˈiːtɪŋ
overate	ˌəʊvərˈet
overeaten	ˌəʊvərˈet
overemphasis	ˌəʊvərˈemfəsɪs
overemphasize	ˌəʊvərˈemfəsaɪz
overexcited	ˌəʊvərɪkˈsaɪtɪd
overextended	ˌəʊvərɪkˈstendɪd
overextend	ˌəʊvərɪkˈstend
overexpose	ˌəʊvərɪkˈspəʊz
overexposure	ˌəʊvərɪkˈspəʊʒə(r)
overflow	ˌəʊvəˈfləʊ
overfeed	ˈəʊvəfiːd
overfed	ˈəʊvəfed
overfed	ˈəʊvəfed
overfed	ˈəʊvəfed
overfishing	ˌəʊvəˈfɪʃɪŋ
overgeneralize	ˌəʊvəˈdʒenrəlaɪz
overgeneralization	ˌəʊvəðʒenrəlaɪˈzeɪʃn
overgenerous	ˌəʊvəˈdʒenərəs
overgarment	ˈəʊvəɡɑːmənt
overfond	ˌəʊvəˈfɒnd
overgraze	ˌəʊvəˈɡreɪz
overhand	ˈəʊvəhænd
overgrown	ˌəʊvəˈɡrəʊn
