a	eɪ
nothing	ˈnʌθɪŋ
notch	nɒtʃ
notification	ˌnəʊtɪfɪˈkeɪʃn
noted	ˈnəʊtɪd
nothingness	ˈnʌθɪŋnəs
note	nəʊt
notwithstanding	ˌnɒtwɪθˈstændɪŋ
noticeable	ˈnəʊtɪsəbl
noticeably	ˈnəʊtɪsəbli
nostril	ˈnɒstrəl
nostrum	ˈnɒstrəm
notelet	ˈnəʊtlət
notorious	nəʊˈtɔːriəs
notoriously	nəʊˈtɔːriəsli
noteworthy	ˈnəʊtwɜːði
nought	nɔːt
notoriety	ˌnəʊtəˈraɪəti
notion	ˈnəʊʃn
nougat	ˈnuːɡɑː
notify	ˈnəʊtɪfaɪ
noun	naʊn
nourishment	ˈnʌrɪʃmənt
nourish	ˈnʌrɪʃ
nourishing	ˈnʌrɪʃɪŋ
nous	naʊs
nova	ˈnəʊvə
novae	ˈnəʊviː
novel	ˈnɒvl
novelette	ˌnɒvəˈlet
notifiable	ˈnəʊtɪfaɪəbl
novelty	ˈnɒvlti
novella	nəˈvelə
notional	ˈnəʊʃənl
notionally	ˈnəʊʃənəli
novice	ˈnɒvɪs
novelistic	ˌnɒvəˈlɪstɪk
novelist	ˈnɒvəlɪst
novitiate	nəʊˈvɪʃiət
nowadays	ˈnaʊədeɪz
nu	njuː
nuance	ˈnjuːɑːns
nth	enθ
nowhere	ˈnəʊweə(r)
nowt	naʊt
nozzle	ˈnɒzl
noxious	ˈnɒkʃəs
nubile	ˈnjuːbaɪl
nuclear	ˈnjuːkliə(r)
nub	nʌb
nudist	ˈnjuːdɪst
nude	njuːd
nudge	nʌdʒ
nudism	ˈnjuːdɪzəm
nuke	njuːk
null	nʌl
nugget	ˈnʌɡɪt
nuffin	ˈnʌfɪn
numb	nʌm
numbly	nʌmli
nuisance	ˈnjuːsns
number	ˈnʌmbə(r)
nullify	ˈnʌlɪfaɪ
nullity	ˈnʌləti
numberless	ˈnʌmbələs
numeracy	ˈnjuːmərəsi
numerate	ˈnjuːmərət
numbing	ˈnʌmɪŋ
numerous	ˈnjuːmərəs
nucleus	ˈnjuːkliəs
nuclei	ˈnjuːkliaɪ
numeral	ˈnjuːmərəl
numerology	ˌnjuːməˈrɒlədʒi
numerological	ˌnjuːmərəˈlɑdʒɪkl
numismatics	ˌnjuːmɪzˈmætɪks
numismatic	ˌnjuːmɪzˈmætɪk
numinous	ˈnjuːmɪnəs
nudity	ˈnjuːdəti
numerical	njuːˈmerɪkl
numerically	njuːˈmerɪkli
nudie	ˈnjuːdi
nun	nʌn
nunnery	ˈnʌnəri
numbskull	ˈnʌmskʌl
numerator	ˈnjuːməreɪtə(r)
nurse	nɜːs
nuncio	ˈnʌnsiəʊ
nuptial	ˈnʌpʃl
numismatist	njuːˈmɪzmətɪst
nurture	ˈnɜːtʃə(r)
now	naʊ
nut	nʌt
nursery	ˈnɜːsəri
nursemaid	ˈnɜːsmeɪd
nutcase	ˈnʌtkeɪs
nurseryman	ˈnɜːsərimən
nurserymen	ˈnɜːsərimən
nutritionist	njuˈtrɪʃənɪst
nursing	ˈnɜːsɪŋ
nutrition	njuˈtrɪʃn
nutritional	njuˈtrɪʃənl
nuts	nʌts
nutshell	ˈnʌtʃel
nuthatch	ˈnʌthætʃ
nutritious	njuˈtrɪʃəs
nutter	ˈnʌtə(r)
nuptials	ˈnʌpʃlz
nutty	ˈnʌti
nuzzle	ˈnʌzl
nutmeg	ˈnʌtmeɡ
nutcracker	ˈnʌtkrækə(r)
nylon	ˈnaɪlɒn
nymphomaniac	ˌnɪmfəˈmeɪniæk
oaf	əʊf
o	əʊ
o's	əʊz
oaken	ˈəʊkən
oak	əʊk
oar	ɔː(r)
nutrient	ˈnjuːtriənt
obdurate	ˈɒbdjərət
obduracy	ˈɒbdjərəsi
oatcake	ˈəʊtkeɪk
oath	əʊθ
oaths	əʊðz
oat	əʊt
oatmeal	ˈəʊtmiːl
oater	ˈəʊtə(r)
nymph	nɪmf
nymphet	ˈnɪmfet
obbligato	ˌɒblɪˈɡɑːtəʊ
obedient	əˈbiːdiənt
obedience	əˈbiːdiəns
oakum	ˈəʊkəm
oarsman	ˈɔːzmən
oarswoman	ˈɔːzwʊmən
oarsmen	ˈɔːzmən
oarswomen	ˈɔːzwɪmɪn
obelisk	ˈɒbəlɪsk
oasis	əʊˈeɪsɪs
oases	əʊˈeɪsiːz
obese	əʊˈbiːs
obesity	əʊˈbiːsəti
obfuscate	ˈɒbfʌskeɪt
objection	əbˈdʒekʃn
objective	əbˈdʒektɪv
oats	əʊts
obi	ˈəʊbi
obeisance	əʊˈbeɪsns
objectionable	əbˈdʒekʃənəbl
objectification	əbˌdʒektɪfɪˈkeɪʃn
oblige	əˈblaɪdʒ
obliging	əˈblaɪdʒɪŋ
obligingly	əˈblaɪdʒɪŋli
obligated	ˈɒblɪɡeɪtɪd
object	ˈɒbdʒɪkt
obligatory	əˈblɪɡətri
obliged	əˈblaɪdʒd
oblivious	əˈblɪviəs
obliviously	əˈblɪviəsli
oblivion	əˈblɪviən
oblique	əˈbliːk
obliquely	əˈbliːkli
obituary	əˈbɪtʃuəri
objectify	əbˈdʒektɪfaɪ
obliterate	əˈblɪtəreɪt
obliteration	əˌblɪtəˈreɪʃn
objector	əbˈdʒektə(r)
obloquy	ˈɒbləkwi
oblong	ˈɒblɒŋ
obligation	ˌɒblɪˈɡeɪʃn
obey	əˈbeɪ
oboe	ˈəʊbəʊ
obnoxious	əbˈnɒkʃəs
obnoxiously	əbˈnɒkʃəsli
obscurity	əbˈskjʊərəti
obscenity	əbˈsenəti
observable	əbˈzɜːvəbl
observably	əbˈzɜːvəbli
observer	əbˈzɜːvə(r)
obsessive	əbˈsesɪv
obsessively	əbˈsesɪvli
obscurantism	ˌɒbskjuˈræntɪzəm
obscurantist	ˌɒbskjuˈræntɪst
obsequies	ˈɒbsəkwiz
obscure	əbˈskjʊə(r)
observation	ˌɒbzəˈveɪʃn
observatory	əbˈzɜːvətri
observe	əbˈzɜːv
obstacle	ˈɒbstəkl
obsession	əbˈseʃn
oboist	ˈəʊbəʊɪst
observant	əbˈzɜːvənt
obsidian	əbˈsɪdiən
obsess	əbˈses
obsessional	əbˈseʃənl
obsessionally	əbˈseʃənli
obscene	əbˈsiːn
obscenely	əbˈsiːnli
obstreperous	əbˈstrepərəs
obsolescence	ˌɒbsəˈlesns
obsolescent	ˌɒbsəˈlesnt
obstetrician	ˌɒbstəˈtrɪʃn
obstructive	əbˈstrʌktɪv
obstruction	əbˈstrʌkʃn
obsolete	ˈɒbsəliːt
obstruct	əbˈstrʌkt
obtuse	əbˈtjuːs
obtuseness	əbˈtjuːsnəs
obverse	ˈɒbvɜːs
occasion	əˈkeɪʒn
obviously	ˈɒbviəsli
obviate	ˈɒbvieɪt
obvious	ˈɒbviəs
obviousness	ˈɒbviəsnəs
occident	ˈɒksɪdənt
occidental	ˌɒksɪˈdentl
obtrusive	əbˈtruːsɪv
obtrusively	əbˈtruːsɪvli
occasionally	əˈkeɪʒnəli
occult	əˈkʌlt
obtrude	əbˈtruːd
ocarina	ˌɒkəˈriːnə
occlude	əˈkluːd
occlusion	əˈkluːʒn
occupancy	ˈɒkjəpənsi
occupied	ˈɒkjupaɪd
occupier	ˈɒkjupaɪə(r)
obtain	əbˈteɪn
obtainable	əbˈteɪnəbl
ocean	ˈəʊʃn
obstinate	ˈɒbstɪnət
obstinacy	ˈɒbstɪnəsi
occupy	ˈɒkjupaɪ
occasional	əˈkeɪʒənl
occultist	əˈkʌltɪst
occur	əˈkɜː(r)
oceanography	ˌəʊʃəˈnɒɡrəfi
oceanographer	ˌəʊʃəˈnɒɡrəfə(r)
occupational	ˌɒkjuˈpeɪʃənl
occupationally	ˌɒkjuˈpeɪʃənli
oceanic	ˌəʊʃiˈænɪk
oche	ˈɒki
occupation	ˌɒkjuˈpeɪʃn
obstructionism	əbˈstrʌkʃənɪzəm
obstructionist	əbˈstrʌkʃənɪst
occupant	ˈɒkjəpənt
oceanarium	ˌəʊʃəˈneəriəm
ocelot	ˈɒsəlɒt
ocker	ˈɒkə(r)
occurrence	əˈkʌrəns
octagon	ˈɒktəɡən
octagonal	ɒkˈtæɡənl
octameter	ɒkˈtæmɪtə(r)
octane	ˈɒkteɪn
octahedron	ˌɒktəˈhiːdrən
octet	ɒkˈtet
octavo	ɒkˈteɪvəʊ
ochre	ˈəʊkə(r)
octave	ˈɒktɪv
octogenarian	ˌɒktədʒəˈneəriən
och	ɒk
octosyllable	ˈɒktəʊsɪləbl
octosyllabic	ˌɒktəʊsɪˈlæbɪk
ocular	ˈɒkjələ(r)
octopus	ˈɒktəpəs
oculist	ˈɒkjəlɪst
odd	ɒd
oddness	ɒdnəs
ode	əʊd
oddments	ˈɒdməntz
oddity	ˈɒdəti
oddball	ˈɒdbɔːl
odium	ˈəʊdiəm
odds	ɒdz
odious	ˈəʊdiəs
odometer	əʊˈdɒmɪtə(r)
od	ˌəʊ ˈdiː
oedema	ɪˈdiːmə
odour	ˈəʊdə(r)
odorous	ˈəʊdərəs
oddly	ˈɒdli
odontology	ˌəʊdɒnˈtɒlədʒi
odontologist	ˌəʊdɒnˈtɒlədʒɪst
oenology	iːˈnɒlədʒi
odyssey	ˈɒdəsi
odourless	ˈəʊdələs
oenophile	ˈiːnəfaɪl
oestrogen	ˈiːstrədʒən
offence	əˈfens
oeuvre	ˈɜːvrə
offal	ˈɒfl
offend	əˈfend
off	ɒf
offering	ˈɒfərɪŋ
offhand	ˌɒfˈhænd
offhandedly	ˌɒfˈhændɪdli
office	ˈɒfɪs
official	əˈfɪʃl
officially	əˈfɪʃəli
officialdom	əˈfɪʃldəm
officialese	əˌfɪʃəˈliːz
offertory	ˈɒfətri
offensive	əˈfensɪv
offensively	əˈfensɪvli
offending	əˈfendɪŋ
officer	ˈɒfɪsə(r)
oesophagus	iˈsɒfəɡəs
oesophagi	iˈsɒfəɡaɪ
offer	ˈɒfə(r)
offset	ˈɒfset
officious	əˈfɪʃəs
officiously	əˈfɪʃəsli
offing	ˈɒfɪŋ
offshore	ˌɒfˈʃɔː(r)
offender	əˈfendə(r)
offload	ˌɒfˈləʊd
officiate	əˈfɪʃieɪt
oft	ɒft
offsider	ɒfˈsaɪdə(r)
of	əv
offshoot	ˈɒfʃuːt
often	ˈɒfn
offspring	ˈɒfsprɪŋ
ogre	ˈəʊɡə(r)
ohm	əʊm
ohmmeter	ˈəʊmmiːtə(r)
oestrus	ˈiːstrəs
offbeat	ˌɒfˈbiːt
oil	ɔɪl
oho	əʊˈhəʊ
ogham	ˈɒɡəm
ogle	ˈəʊɡl
oink	ɔɪŋk
offense	əˈfens
offprint	ˈɒfprɪnt
oily	ˈɔɪli
oiliness	ˈɔɪlinəs
ointment	ˈɔɪntmənt
okra	ˈəʊkrə
offcut	ˈɒfkʌt
oldie	ˈəʊldi
offside	ˌɒfˈsaɪd
oleaginous	ˌəʊliˈædʒɪnəs
oilcan	ˈɔɪlkæn
ogress	ˈəʊɡres
oilcloth	ˈɔɪlklɒθ
oftentimes	ˈɒfntaɪmz
okapi	əʊˈkɑːpi
olive	ˈɒlɪv
oiled	ɔɪld
oilman	ˈɔɪlmæn
oilmen	ˈɔɪlmen
oik	ɔɪk
oi	ɔɪ
old	əʊld
oilskin	ˈɔɪlskɪn
oligarchy	ˈɒlɪɡɑːki
oldish	ˈəʊldɪʃ
oke	əʊk
oldster	ˈəʊldstə(r)
oleander	ˌəʊliˈændə(r)
olden	ˈəʊldən
oh	əʊ
ombudsman	ˈɒmbʊdzmən
ombudsmen	ˈɒmbʊdzmən
ombudsmen	ˈɒmbʊdzmen
oligarch	ˈɒlɪɡɑːk
ology	ˈɒlədʒi
omnipotent	ɒmˈnɪpətənt
omnipotence	ɒmˈnɪpətəns
omnivore	ˈɒmnɪvɔː(r)
omnidirectional	ˌɒmnɪdəˈrekʃənl
omit	əˈmɪt
omega	ˈəʊmɪɡə
omnipresent	ˌɒmnɪˈpreznt
omnipresence	ˌɒmnɪˈprezns
omicron	əʊˈmaɪkrɒn
on	ɒn
one	wʌn
omen	ˈəʊmən
onerous	ˈəʊnərəs
omission	əˈmɪʃn
omnibus	ˈɒmnɪbəs
omniscient	ɒmˈnɪsiənt
omniscience	ɒmˈnɪsiəns
omnivorous	ɒmˈnɪvərəs
omelette	ˈɒmlət
onset	ˈɒnset
ominous	ˈɒmɪnəs
ominously	ˈɒmɪnəsli
oneself	wʌnˈself
onrush	ˈɒnrʌʃ
onto	ˈɒntə
onslaught	ˈɒnslɔːt
only	ˈəʊnli
onward	ˈɒnwəd
onside	ˌɒnˈsaɪd
onstage	ˌɒnˈsteɪdʒ
ontology	ɒnˈtɒlədʒi
ontological	ˌɒntəˈlɒdʒɪkl
onlooker	ˈɒnlʊkə(r)
onanism	ˈəʊnənɪzəm
oncoming	ˈɒnkʌmɪŋ
oomph	ʊmf
onwards	ˈɒnwədz
ongoing	ˈɒnɡəʊɪŋ
oncology	ɒŋˈkɒlədʒi
oncologist	ɒŋˈkɒlədʒɪst
onshore	ˈɒnʃɔː(r)
onomatopoeia	ˌɒnəˌmætəˈpiːə
onomatopoeic	ˌɒnəˌmætəˈpiːɪk
onomastics	ˌɒnəˈmæstɪks
oodles	ˈuːdlz
ooh	uː
oneness	ˈwʌnnəs
oops	ʊps
ooze	uːz
onyx	ˈɒnɪks
opalescent	ˌəʊpəˈlesnt
once	wʌns
opcode	ˈɒpkəʊd
onus	ˈəʊnəs
opaque	əʊˈpeɪk
operation	ˌɒpəˈreɪʃn
opacity	əʊˈpæsəti
oompah	ˈʊmpɑː
opener	ˈəʊpnə(r)
operable	ˈɒpərəbl
operate	ˈɒpəreɪt
operetta	ˌɒpəˈretə
operator	ˈɒpəreɪtə(r)
opening	ˈəʊpnɪŋ
opera	ˈɒprə
operatic	ˌɒpəˈrætɪk
operand	ˈɒpərænd
openness	ˈəʊpənnəs
opencast	ˈəʊpənkɑːst
opal	ˈəʊpl
operative	ˈɒpərətɪv
op	ɒp
opinion	əˈpɪnjən
ophthalmology	ˌɒfθælˈmɒlədʒi
opine	əʊˈpaɪn
opinionated	əˈpɪnjəneɪtɪd
opium	ˈəʊpiəm
ophthalmologist	ˌɒfθælˈmɒlədʒɪst
ophthalmic	ɒfˈθælmɪk
opiate	ˈəʊpiət
opossum	əˈpɒsəm
opportunistic	ˌɒpətjuːˈnɪstɪk
oppressive	əˈpresɪv
oppressively	əˈpresɪvli
oppress	əˈpres
oppression	əˈpreʃn
openly	ˈəʊpənli
oppressed	əˈprest
opportunist	ˌɒpəˈtjuːnɪst
open	ˈəʊpən
opposite	ˈɒpəzɪt
oppressor	əˈpresə(r)
opprobrium	əˈprəʊbriəm
opprobrious	əˈprəʊbriəs
opportune	ˈɒpətjuːn
opportunely	ˈɒpətjuːnli
optic	ˈɒptɪk
oppose	əˈpəʊz
opt	ɒpt
optimism	ˈɒptɪmɪzəm
optical	ˈɒptɪkl
optically	ˈɒptɪkli
optional	ˈɒpʃənl
optimize	ˈɒptɪmaɪz
optician	ɒpˈtɪʃn
optics	ˈɒptɪks
optimistic	ˌɒptɪˈmɪstɪk
optimistically	ˌɒptɪˈmɪstɪkli
option	ˈɒpʃn
oral	ˈɔːrəl
orally	ˈɔːrəli
oracle	ˈɒrəkl
optimal	ˈɒptɪməl
optimist	ˈɒptɪmɪst
optimum	ˈɒptɪməm
orangeade	ˌɒrɪndʒˈeɪd
orangery	ˈɒrɪndʒəri
or	ɔː(r)
oration	ɔːˈreɪʃn
oratorical	ˌɒrəˈtɒrɪkl
oracy	ˈɔːrəsi
optometry	ɒpˈtɒmətri
orbital	ˈɔːbɪtl
oracular	əˈrækjələ(r)
opus	ˈəʊpəs
opera	ˈɒpərə
oralism	ˈɔːrəlɪzəm
oralist	ˈɔːrəlɪst
opponent	əˈpəʊnənt
orchard	ˈɔːtʃəd
optometrist	ɒpˈtɒmətrɪst
orchestral	ɔːˈkestrəl
opposition	ˌɒpəˈzɪʃn
oppositional	ˌɒpəˈzɪʃənl
opulent	ˈɒpjələnt
opulence	ˈɒpjələns
oratory	ˈɒrətri
orchestrate	ˈɔːkɪstreɪt
orchestration	ˌɔːkɪˈstreɪʃn
order	ˈɔːdə(r)
orderly	ˈɔːdəli
orderliness	ˈɔːdəlinəs
ordinal	ˈɔːdɪnl
ordinate	ˈɔːdɪnət
ore	ɔː(r)
opposing	əˈpəʊzɪŋ
oratorio	ˌɒrəˈtɔːriəʊ
orbit	ˈɔːbɪt
orator	ˈɒrətə(r)
orange	ˈɒrɪndʒ
ordinarily	ˈɔːdnrəli
ordinance	ˈɔːdɪnəns
ordeal	ɔːˈdiːl
orchestra	ˈɔːkɪstrə
organic	ɔːˈɡænɪk
organically	ɔːˈɡænɪkli
orbiter	ˈɔːbɪtə(r)
orb	ɔːb
ordered	ˈɔːdəd
oregano	ˌɒrɪˈɡɑːnəʊ
ordinary	ˈɔːdnri
ordinariness	ˈɔːdnrinəs
ordain	ɔːˈdeɪn
organist	ˈɔːɡənɪst
organdie	ˈɔːɡəndi
opposed	əˈpəʊzd
ordinand	ˈɔːdɪnænd
organization	ˌɔːɡənaɪˈzeɪʃn
organizational	ˌɔːɡənaɪˈzeɪʃənl
ordination	ˌɔːdɪˈneɪʃn
organized	ˈɔːɡənaɪzd
ordure	ˈɔːdjʊə(r)
ordering	ˈɔːdərɪŋ
organophosphate	ˌɔːɡənəʊˈfɒsfeɪt
orchid	ˈɔːkɪd
organize	ˈɔːɡənaɪz
organizer	ˈɔːɡənaɪzə(r)
ordnance	ˈɔːdnəns
orgasmic	ɔːˈɡæzmɪk
oriental	ˌɔːriˈentl
orient	ˈɔːriənt
organza	ɔːˈɡænzə
orgasm	ˈɔːɡæzəm
orgy	ˈɔːdʒi
orientate	ˈɔːriənteɪt
original	əˈrɪdʒənl
orgiastic	ˌɔːdʒiˈæstɪk
origami	ˌɒrɪˈɡɑːmi
orienteering	ˌɔːriənˈtɪərɪŋ
origin	ˈɒrɪdʒɪn
organogram	ɔːˈɡænəɡræm
ornamental	ˌɔːnəˈmentl
ornamentation	ˌɔːnəmenˈteɪʃn
ornate	ɔːˈneɪt
ornately	ɔːˈneɪtli
oriel	ˈɔːriəl
organ	ˈɔːɡən
originality	əˌrɪdʒəˈnæləti
orifice	ˈɒrɪfɪs
ornament	ˈɔːnəmənt
ornithologist	ˌɔːnɪˈθɒlədʒɪst
ornithology	ˌɔːnɪˈθɒlədʒi
ornithological	ˌɔːnɪθəˈlɒdʒɪkl
originate	əˈrɪdʒɪneɪt
originator	əˈrɪdʒɪneɪtə(r)
oriole	ˈɔːriəʊl
orientation	ˌɔːriənˈteɪʃn
ornery	ˈɔːnəri
orphan	ˈɔːfn
orphanage	ˈɔːfənɪdʒ
orogeny	ɒˈrɒdʒəni
ortho	ˈɔːθəʊ
ormolu	ˈɔːməluː
orographic	ˌɒrəˈɡræfɪk
originally	əˈrɪdʒənəli
orotund	ˈɒrətʌnd
orotundity	ˌɒrəˈtʌndɪti
orthodoxy	ˈɔːθədɒksi
orthodontist	ˌɔːθəˈdɒntɪst
oscillate	ˈɒsɪleɪt
orthodox	ˈɔːθədɒks
orthodontics	ˌɔːθəˈdɒntɪks
orthodontic	ˌɔːθəˈdɒntɪk
oscillation	ˌɒsɪˈleɪʃn
oryx	ˈɒrɪks
orthography	ɔːˈθɒɡrəfi
orthographic	ˌɔːθəˈɡræfɪk
orthopaedics	ˌɔːθəˈpiːdɪks
orthopaedic	ˌɔːθəˈpiːdɪk
oscilloscope	əˈsɪləskəʊp
osmosis	ɒzˈməʊsɪs
osmotic	ɒzˈmɒtɪk
osmium	ˈɒzmiəm
os	ˌəʊ ˈes
osseous	ˈɒsiəs
ossify	ˈɒsɪfaɪ
ostentation	ˌɒstenˈteɪʃn
oscillator	ˈɒsɪleɪtə(r)
osier	ˈəʊziə(r)
ostentatious	ˌɒstenˈteɪʃəs
ostentatiously	ˌɒstenˈteɪʃəsli
osteopath	ˈɒstiəpæθ
osteoporosis	ˌɒstiəʊpəˈrəʊsɪs
ostensible	ɒˈstensəbl
ostensibly	ɒˈstensəbli
osprey	ˈɒspreɪ
osteopathy	ˌɒstiˈɒpəθi
osteopathic	ˌɒstiəˈpæθɪk
ostracize	ˈɒstrəsaɪz
ostracism	ˈɒstrəsɪzəm
ostrich	ˈɒstrɪtʃ
osteoarthritis	ˌɒstiəʊɑːˈθraɪtɪs
otherness	ˈʌðənəs
ostler	ˈɒslə(r)
otolaryngology	ˌəʊtəʊlærɪŋˈɡɒlədʒi
ou	ˌəʊ ˈjuː
other	ˈʌðə(r)
otto	ˈɒtəʊ
otter	ˈɒtə(r)
ouch	aʊtʃ
our	ɑː(r)
oust	aʊst
ourselves	ɑːˈselvz
out	aʊt
ounce	aʊns
otitis	əʊˈtaɪtɪs
otiose	ˈəʊtiəʊs
ours	ɑːz
otherwise	ˈʌðəwaɪz
outbox	ˈaʊtbɒks
outburst	ˈaʊtbɜːst
outbreak	ˈaʊtbreɪk
outcast	ˈaʊtkɑːst
outclass	ˌaʊtˈklɑːs
outbid	ˌaʊtˈbɪd
outage	ˈaʊtɪdʒ
ouster	ˈaʊstə(r)
outbound	ˈaʊtbaʊnd
outbuilding	ˈaʊtbɪldɪŋ
outboard	ˈaʊtbɔːd
outback	ˈaʊtbæk
outdoor	ˈaʊtdɔː(r)
outcry	ˈaʊtkraɪ
outdistance	ˌaʊtˈdɪstəns
outfield	ˈaʊtfiːld
outfit	ˈaʊtfɪt
outcome	ˈaʊtkʌm
outdated	ˌaʊtˈdeɪtɪd
outerwear	ˈaʊtəweə(r)
outflow	ˈaʊtfləʊ
outcrop	ˈaʊtkrɒp
outdo	ˌaʊtˈduː
outdoes	ˌaʊtˈdʌz
outdid	ˌaʊtˈdɪd
outdone	ˌaʊtˈdʌn
outface	ˌaʊtˈfeɪs
outfall	ˈaʊtfɔːl
outfielder	ˈaʊtfiːlde(r)
outfitter	ˈaʊtfɪtə(r)
outermost	ˈaʊtəməʊst
outhouse	ˈaʊthaʊs
outdoors	ˌaʊtˈdɔːz
outgoing	ˈaʊtɡəʊɪŋ
outlandish	aʊtˈlændɪʃ
outlandishly	aʊtˈlændɪʃli
outgun	ˌaʊtˈɡʌn
outgrowth	ˈaʊtɡrəʊθ
outfox	ˌaʊtˈfɒks
outgoings	ˈaʊtɡəʊɪŋz
outlast	ˌaʊtˈlɑːst
outflank	ˌaʊtˈflæŋk
outlook	ˈaʊtlʊk
outlive	ˌaʊtˈlɪv
outline	ˈaʊtlaɪn
outlet	ˈaʊtlet
outing	ˈaʊtɪŋ
outlaw	ˈaʊtlɔː
outgrow	ˌaʊtˈɡrəʊ
outgrew	ˌaʊtˈɡruː
outgrown	ˌaʊtˈɡrəʊn
outlay	ˈaʊtleɪ
outnumber	ˌaʊtˈnʌmbə(r)
outmoded	ˌaʊtˈməʊdɪd
outlying	ˈaʊtlaɪɪŋ
outperform	ˌaʊtpəˈfɔːm
outplay	ˌaʊtˈpleɪ
outpost	ˈaʊtpəʊst
outpoint	ˌaʊtˈpɔɪnt
outrank	ˌaʊtˈræŋk
outrider	ˈaʊtraɪdə(r)
outpouring	ˈaʊtpɔːrɪŋ
outpace	ˌaʊtˈpeɪs
outplacement	ˈaʊtpleɪsmənt
outmanoeuvre	ˌaʊtməˈnuːvə(r)
outsider	ˌaʊtˈsaɪdə(r)
outreach	ˈaʊtriːtʃ
outskirts	ˈaʊtskɜːts
outsell	ˌaʊtˈsel
outsold	ˌaʊtˈsəʊld
outside	ˌaʊtˈsaɪd
outrigger	ˈaʊtrɪɡə(r)
outrage	ˈaʊtreɪdʒ
output	ˈaʊtpʊt
outright	ˈaʊtraɪt
outset	ˈaʊtset
outshine	ˌaʊtˈʃaɪn
outshone	ˌaʊtˈʃɒn
outrageous	aʊtˈreɪdʒəs
outrageously	aʊtˈreɪdʒəsli
outstanding	aʊtˈstændɪŋ
outrun	ˌaʊtˈrʌn
outran	ˌaʊtˈræn
outran	ˌaʊtˈræn
outspoken	aʊtˈspəʊkən
outspokenly	aʊtˈspəʊkənli
outstretched	ˌaʊtˈstretʃt
outsmart	ˌaʊtˈsmɑːt
outstandingly	aʊtˈstændɪŋli
outsource	ˈaʊtsɔːs
outsourcing	ˈaʊtsɔːsɪŋ
outstay	ˌaʊtˈsteɪ
outsize	ˈaʊtsaɪz
outvote	ˌaʊtˈvəʊt
outwards	ˈaʊtwədz
outwardly	ˈaʊtwədli
outspread	ˌaʊtˈspred
outweigh	ˌaʊtˈweɪ
outstrip	ˌaʊtˈstrɪp
outwork	ˈaʊtwɜːk
outworker	ˈaʊtwɜːkə(r)
ouzo	ˈuːzəʊ
ova	ˈəʊvə
ovary	ˈəʊvəri
ovarian	əʊˈveəriən
over	ˈəʊvə(r)
ovenware	ˈʌvnweə(r)
overall	ˌəʊvərˈɔːl
overact	ˌəʊvərˈækt
overambitious	ˌəʊvəræmˈbɪʃəs
overbalance	ˌəʊvəˈbæləns
overbook	ˌəʊvəˈbʊk
outwith	ˌaʊtˈwɪθ
outworn	ˈaʊtwɔːn
outward	ˈaʊtwəd
overbearing	ˌəʊvəˈbeərɪŋ
overarm	ˈəʊvərɑːm
overbite	ˈəʊvəbaɪt
overbridge	ˈəʊvəbrɪdʒ
outwit	ˌaʊtˈwɪt
overarching	ˌəʊvərˈɑːtʃɪŋ
overactive	ˌəʊvərˈæktɪv
overblown	ˌəʊvəˈbləʊn
overate	ˌəʊvərˈet
overcautious	ˌəʊvəˈkɔːʃəs
ovenproof	ˈʌvnpruːf
overcame	ˌəʊvəˈkeɪm
overachieve	ˌəʊvərəˈtʃiːv
overachiever	ˌəʊvərəˈtʃiːvə(r)
oval	ˈəʊvl
overcharge	ˌəʊvəˈtʃɑːdʒ
overburden	ˌəʊvəˈbɜːdn
overcook	ˌəʊvəˈkʊk
overcome	ˌəʊvəˈkʌm
overcame	ˌəʊvəˈkeɪm
overawe	ˌəʊvərˈɔː
overboard	ˈəʊvəbɔːd
ovation	əʊˈveɪʃn
overcrowding	ˌəʊvəˈkraʊdɪŋ
overdose	ˈəʊvədəʊs
overcompensate	ˌəʊvəˈkɒmpenseɪt
oven	ˈʌvn
overdrawn	ˌəʊvəˈdrɔːn
overdue	ˌəʊvəˈdjuː
overcoat	ˈəʊvəkəʊt
overdo	ˌəʊvəˈduː
overdoes	ˌəʊvəˈdʌz
overdid	ˌəʊvəˈdɪd
overdone	ˌəʊvəˈdʌn
overdeveloped	ˌəʊvədɪˈveləpt
overemphasis	ˌəʊvərˈemfəsɪs
overemphasize	ˌəʊvərˈemfəsaɪz
overcapacity	ˌəʊvəkəˈpæsəti
overdraw	ˌəʊvəˈdrɔː
overdrew	ˌəʊvəˈdruː
overdrawn	ˌəʊvəˈdrɔːn
overcast	ˌəʊvəˈkɑːst
overcritical	ˌəʊvəˈkrɪtɪkl
overcrowded	ˌəʊvəˈkraʊdɪd
overeat	ˌəʊvərˈiːt
overate	ˌəʊvərˈet
overeaten	ˌəʊvərˈiːtn
overeating	ˌəʊvərˈiːtɪŋ
overestimate	ˌəʊvərˈestɪmeɪt
overdub	ˌəʊvəˈdʌb
overexcited	ˌəʊvərɪkˈsaɪtɪd
overfishing	ˌəʊvəˈfɪʃɪŋ
overdrive	ˈəʊvədraɪv
overexpose	ˌəʊvərɪkˈspəʊz
overexposure	ˌəʊvərɪkˈspəʊʒə(r)
overdressed	ˌəʊvəˈdrest
overdraft	ˈəʊvədrɑːft
overfond	ˌəʊvəˈfɒnd
overgarment	ˈəʊvəɡɑːmənt
overextended	ˌəʊvərɪkˈstendɪd
overextend	ˌəʊvərɪkˈstend
overgrown	ˌəʊvəˈɡrəʊn
overfeed	ˈəʊvəfiːd
