aardvark	ˈɑːdvɑːk
giggled	ˈɡɪɡld
giggles	ˈɡɪɡlz
giggling	ˈɡɪɡlɪŋ
gild	ɡɪld
gilded	ˈɡɪldɪd
gilding	ˈɡɪldɪŋ
gilds	ɡɪldz
ginger	ˈdʒɪndʒə
gingered	ˈdʒɪndʒəd
gingering	ˈdʒɪndʒərɪŋ
gingers	ˈdʒɪndʒəz
gird	ɡɜːd
girded	ˈɡɜːdɪd
girding	ˈɡɜːdɪŋ
girdle	ˈɡɜːdl
girdled	ˈɡɜːdld
girdles	ˈɡɜːdlz
girdling	ˈɡɜːdlɪŋ
girds	ɡɜːdz
give	ɡɪv
gives	ɡɪvz
gladden	ˈɡlædn
gladdened	ˈɡlædnd
gladdening	ˈɡlædnɪŋ
gladdens	ˈɡlædnz
glamorize	ˈɡlæməraɪz
glamorized	ˈɡlæməraɪzd
glamorizes	ˈɡlæməraɪzɪz
glamorizing	ˈɡlæməraɪzɪŋ
glance	ɡlɑːns
glanced	ɡlɑːnst
glances	ˈɡlɑːnsɪz
glancing	ˈɡlɑːnsɪŋ
glare	ɡleə
glared	ɡleəd
glares	ɡleəz
glaring	ˈɡleərɪŋ
glass	ɡlɑːs
glassed	ɡlɑːst
glasses	ˈɡlɑːsɪz
glassing	ˈɡlɑːsɪŋ
glaze	ɡleɪz
glazed	ɡleɪzd
glazes	ˈɡleɪzɪz
glazing	ˈɡleɪzɪŋ
gleam	ɡliːm
gleamed	ɡliːmd
gleaming	ˈɡliːmɪŋ
gleams	ɡliːmz
glean	ɡliːn
gleaned	ɡliːnd
gleaning	ˈɡliːnɪŋ
gleans	ɡliːnz
glide	ɡlaɪd
glided	ˈɡlaɪdɪd
glides	ɡlaɪdz
gliding	ˈɡlaɪdɪŋ
glimmer	ˈɡlɪmə
glimmered	ˈɡlɪməd
glimmering	ˈɡlɪmərɪŋ
glimmers	ˈɡlɪməz
glimpse	ɡlɪmps
glimpsed	ɡlɪmpst
glimpses	ˈɡlɪmpsɪz
glimpsing	ˈɡlɪmpsɪŋ
glint	ɡlɪnt
glinted	ˈɡlɪntɪd
glinting	ˈɡlɪntɪŋ
glints	ɡlɪnts
glisten	ˈɡlɪsn
glistened	ˈɡlɪsnd
glistening	ˈɡlɪsnɪŋ
glistens	ˈɡlɪsnz
glister	ˈɡlɪstə
glistered	ˈɡlɪstəd
glistering	ˈɡlɪstərɪŋ
glisters	ˈɡlɪstəz
glitch	ɡlɪtʃ
glitches	ɡlɪtʃɪz
glitter	ˈɡlɪtə
glittered	ˈɡlɪtəd
glittering	ˈɡlɪtərɪŋ
glitters	ˈɡlɪtəz
gloat	ɡləʊt
gloated	ˈɡləʊtɪd
gloating	ˈɡləʊtɪŋ
gloats	ɡləʊts
globalize	ˈɡləʊbəlaɪz
globalized	ˈɡləʊbəlaɪzd
globalizes	ˈɡləʊbəlaɪzɪz
globalizing	ˈɡləʊbəlaɪzɪŋ
glom	ɡlɒm
glommed	ɡlɒmd
glomming	ˈɡlɒmɪŋ
gloms	ɡlɒmz
gloried	ˈɡlɔːrid
glories	ˈɡlɔːriz
glorified	ˈɡlɔːrɪfaɪd
glorifies	ˈɡlɔːrɪfaɪz
glorify	ˈɡlɔːrɪfaɪ
glorifying	ˈɡlɔːrɪfaɪɪŋ
glory	ˈɡlɔːri
glorying	ˈɡlɔːriɪŋ
gloss	ɡlɒs
glossed	ɡlɒst
glosses	ˈɡlɒsɪz
glossing	ˈɡlɒsɪŋ
glow	ɡləʊ
glowed	ɡləʊd
glower	ˈɡlaʊə
glowered	ˈɡlaʊəd
glowering	ˈɡlaʊərɪŋ
glowers	ˈɡlaʊəz
glowing	ˈɡləʊɪŋ
glows	ɡləʊz
glue	ɡluː
glued	ɡluːd
glues	ɡluːz
glug	ɡlʌɡ
glugged	ɡlʌɡd
glugging	ˈɡlʌɡɪŋ
glugs	ɡlʌɡz
glut	ɡlʌt
gluts	ɡlʌts
glutted	ˈɡlʌtɪd
glutting	ˈɡlʌtɪŋ
gnash	næʃ
gnashed	næʃt
gnashes	ˈnæʃɪz
gnashing	ˈnæʃɪŋ
gnaw	nɔː
gnawed	nɔːd
gnawing	ˈnɔːɪŋ
gnaws	nɔːz
go	ɡəʊ
goad	ɡəʊd
goaded	ˈɡəʊdɪd
goading	ˈɡəʊdɪŋ
goads	ɡəʊdz
gob	ɡɒb
gobble	ˈɡɒbl
gobbled	ˈɡɒbld
gobbles	ˈɡɒblz
gobbling	ˈɡɒblɪŋ
gobs	ɡɒbz
goes	ɡəʊz
goggle	ˈɡɒɡl
goggled	ˈɡɒɡld
goggles	ˈɡɒɡlz
goggling	ˈɡɒɡlɪŋ
goof	ɡuːf
goofed	ɡuːft
goofing	ˈɡuːfɪŋ
goofs	ɡuːfs
google	ˈɡuːɡl
googled	ˈɡuːɡld
googles	ˈɡuːɡlz
googling	ˈɡuːɡlɪŋ
goose	ɡuːs
goosed	ɡuːst
gooses	ˈɡuːsɪz
goosing	ˈɡuːsɪŋ
gore	ɡɔː
gored	ɡɔːd
gores	ɡɔːz
gorge	ɡɔːdʒ
gorged	ɡɔːdʒd
gorges	ˈɡɔːdʒɪz
gorging	ˈɡɔːdʒɪŋ
goring	ˈɡɔːrɪŋ
gossip	ˈɡɒsɪp
gossiped	ˈɡɒsɪpt
gossiping	ˈɡɒsɪpɪŋ
gossips	ˈɡɒsɪps
got	ɡɒt
gouge	ɡaʊdʒ
gouged	ɡaʊdʒd
gouges	ˈɡaʊdʒɪz
gouging	ˈɡaʊdʒɪŋ
govern	ˈɡʌvn
governed	ˈɡʌvnd
governing	ˈɡʌvnɪŋ
governs	ˈɡʌvnz
grab	ɡræb
grabbed	ɡræbd
grabbing	ˈɡræbɪŋ
grabs	ɡræbz
grace	ɡreɪs
graced	ɡreɪst
graces	ˈɡreɪsɪz
gracing	ˈɡreɪsɪŋ
grade	ɡreɪd
graded	ˈɡreɪdɪd
grades	ɡreɪdz
grading	ˈɡreɪdɪŋ
graduate	ˈɡrædʒueɪt
graduated	ˈɡrædʒueɪtɪd
graduates	ˈɡrædʒueɪts
graduating	ˈɡrædʒueɪtɪŋ
graft	ɡrɑːft
grafted	ˈɡrɑːftɪd
grafting	ˈɡrɑːftɪŋ
grafts	ɡrɑːfts
grant	ɡrɑːnt
granted	ˈɡrɑːntɪd
granting	ˈɡrɑːntɪŋ
grants	ɡrɑːnts
grapple	ˈɡræpl
grappled	ˈɡræpld
grapples	ˈɡræplz
grappling	ˈɡræplɪŋ
grasp	ɡrɑːsp
grasped	ɡrɑːspt
grasping	ˈɡrɑːspɪŋ
grasps	ɡrɑːsps
grass	ɡrɑːs
grassed	ɡrɑːst
grasses	ˈɡrɑːsɪz
grassing	ˈɡrɑːsɪŋ
grate	ɡreɪt
grated	ˈɡreɪtɪd
grates	ɡreɪts
gratified	ˈɡrætɪfaɪd
gratifies	ˈɡrætɪfaɪz
gratify	ˈɡrætɪfaɪ
gratifying	ˈɡrætɪfaɪɪŋ
grating	ˈɡreɪtɪŋ
gravitate	ˈɡrævɪteɪt
gravitated	ˈɡrævɪteɪtɪd
gravitates	ˈɡrævɪteɪts
gravitating	ˈɡrævɪteɪtɪŋ
graze	ɡreɪz
grazed	ɡreɪzd
grazes	ˈɡreɪzɪz
grazing	ˈɡreɪzɪŋ
grease	ɡriːs
greased	ɡriːst
greases	ˈɡriːsɪz
greasing	ˈɡriːsɪŋ
green	ɡriːn
greened	ɡriːnd
greening	ˈɡriːnɪŋ
greens	ɡriːnz
greet	ɡriːt
greeted	ˈɡriːtɪd
greeting	ˈɡriːtɪŋ
greets	ɡriːts
grew	ɡruː
grey	ɡreɪ
greyed	ɡreɪd
greying	ˈɡreɪɪŋ
greys	ɡreɪz
grieve	ɡriːv
grieved	ɡriːvd
grieves	ɡriːvz
grieving	ˈɡriːvɪŋ
grill	ɡrɪl
grilled	ɡrɪld
grilling	ˈɡrɪlɪŋ
grills	ɡrɪlz
grimace	ˈɡrɪməs
grimaced	ˈɡrɪməst
grimaces	ˈɡrɪməsɪz
grin	ɡrɪn
grind	ɡraɪnd
grinded	ɡraɪndɪd
grinding	ˈɡraɪndɪŋ
grinds	ɡraɪndz
grinned	ɡrɪnd
grinning	ˈɡrɪnɪŋ
grins	ɡrɪnz
grip	ɡrɪp
gripe	ɡraɪp
griped	ɡraɪpt
gripes	ɡraɪps
griping	ˈɡraɪpɪŋ
gripped	ɡrɪpt
gripping	ˈɡrɪpɪŋ
grips	ɡrɪps
grit	ɡrɪt
grits	ɡrɪts
gritted	ˈɡrɪtɪd
gritting	ˈɡrɪtɪŋ
grizzle	ˈɡrɪzl
grizzled	ˈɡrɪzld
grizzles	ˈɡrɪzlz
grizzling	ˈɡrɪzlɪŋ
groan	ɡrəʊn
groaned	ɡrəʊnd
groaning	ˈɡrəʊnɪŋ
groans	ɡrəʊnz
groom	ɡruːm
groomed	ɡruːmd
grooming	ˈɡruːmɪŋ
grooms	ɡruːmz
grope	ɡrəʊp
groped	ɡrəʊpt
gropes	ɡrəʊps
groping	ˈɡrəʊpɪŋ
gross	ɡrəʊs
grossed	ɡrəʊst
grosses	ˈɡrəʊsɪz
grossing	ˈɡrəʊsɪŋ
grouch	ɡraʊtʃ
grouched	ɡraʊtʃt
grouches	ˈɡraʊtʃɪz
grouching	ˈɡraʊtʃɪŋ
ground	ɡraʊnd
grounded	ˈɡraʊndɪd
grounds	ɡraʊndz
group	ɡruːp
grouped	ɡruːpt
grouping	ˈɡruːpɪŋ
groups	ɡruːps
grouse	ɡraʊs
groused	ɡraʊst
grouses	ˈɡraʊsɪz
grousing	ˈɡraʊsɪŋ
grout	ɡraʊt
grouted	ˈɡraʊtɪd
grouting	ˈɡraʊtɪŋ
grouts	ɡraʊts
grovel	ˈɡrɒvl
groveled	ˈɡrɒvld
groveling	ˈɡrɒvlɪŋ
grovelled	ˈɡrɒvld
grovels	ˈɡrɒvlz
grow	ɡrəʊ
growl	ɡraʊl
growled	ɡraʊld
growling	ˈɡraʊlɪŋ
growls	ɡraʊlz
grows	ɡrəʊz
grub	ɡrʌb
grubbed	ɡrʌbd
grubbing	ˈɡrʌbɪŋ
grubs	ɡrʌbz
grudge	ɡrʌdʒ
grudged	ɡrʌdʒd
grudges	ˈɡrʌdʒɪz
grudging	ˈɡrʌdʒɪŋ
grumble	ˈɡrʌmbl
grumbled	ˈɡrʌmbld
grumbles	ˈɡrʌmblz
grumbling	ˈɡrʌmblɪŋ
grunt	ɡrʌnt
grunted	ˈɡrʌntɪd
grunting	ˈɡrʌntɪŋ
grunts	ɡrʌnts
guarantee	ˌɡærənˈtiː
guaranteed	ˌɡærənˈtiːd
guaranteeing	ˌɡærənˈtiːɪŋ
guarantees	ˌɡærənˈtiːz
guard	ɡɑːd
guarded	ˈɡɑːdɪd
guarding	ˈɡɑːdɪŋ
guards	ɡɑːdz
guess	ɡes
guessed	ɡest
guesses	ˈɡesɪz
guessing	ˈɡesɪŋ
guest	ɡest
guested	ˈɡestɪd
guesting	ˈɡestɪŋ
guests	ɡests
guffaw	ɡəˈfɔː
guffawed	ɡəˈfɔːd
guffawing	ɡəˈfɔːɪŋ
guffaws	ɡəˈfɔːz
guide	ɡaɪd
guided	ˈɡaɪdɪd
guides	ɡaɪdz
guiding	ˈɡaɪdɪŋ
guillotine	ˈɡɪlətiːn
guillotined	ˈɡɪlətiːnd
guillotines	ˈɡɪlətiːnz
guillotining	ˈɡɪlətiːnɪŋ
guilt	ɡɪlt
guilts	ɡɪlts
gulp	ɡʌlp
gulped	ɡʌlpt
gulping	ˈɡʌlpɪŋ
gulps	ɡʌlps
gum	ɡʌm
gummed	ɡʌmd
gumming	ˈɡʌmɪŋ
gums	ɡʌmz
gun	ɡʌn
gunned	ɡʌnd
gunning	ˈɡʌnɪŋ
guns	ɡʌnz
gurgle	ˈɡɜːɡl
gurgled	ˈɡɜːɡld
gurgles	ˈɡɜːɡlz
gurgling	ˈɡɜːɡlɪŋ
gurn	ɡɜːn
gurned	ɡɜːnd
gurning	ˈɡɜːnɪŋ
gurns	ɡɜːnz
gush	ɡʌʃ
gushed	ɡʌʃt
gushes	ˈɡʌʃɪz
gushing	ˈɡʌʃɪŋ
gust	ɡʌst
gusted	ˈɡʌstɪd
gusting	ˈɡʌstɪŋ
gusts	ɡʌsts
gut	ɡʌt
guts	ɡʌts
gutted	ˈɡʌtɪd
gutter	ˈɡʌtə
guttered	ˈɡʌtəd
guttering	ˈɡʌtərɪŋ
gutters	ˈɡʌtəz
gutting	ˈɡʌtɪŋ
guzzle	ˈɡʌzl
guzzled	ˈɡʌzld
guzzles	ˈɡʌzlz
guzzling	ˈɡʌzlɪŋ
gybe	dʒaɪb
gybed	dʒaɪbd
gybes	dʒaɪbz
gybing	ˈdʒaɪbɪŋ
gyp	dʒɪp
gypped	dʒɪpt
gypping	ˈdʒɪpɪŋ
gyps	dʒɪps
gyrate	dʒaɪˈreɪt
gyrated	dʒaɪˈreɪtɪd
gyrates	dʒaɪˈreɪts
gyrating	dʒaɪˈreɪtɪŋ
hack	hæk
hacked	hækt
hacking	ˈhækɪŋ
hacks	hæks
haemorrhage	ˈhemərɪdʒ
haemorrhaged	ˈhemərɪdʒd
haemorrhages	ˈhemərɪdʒɪz
haemorrhaging	ˈhemərɪdʒɪŋ
haggle	ˈhæɡl
haggled	ˈhæɡld
haggles	ˈhæɡlz
haggling	ˈhæɡlɪŋ
hail	heɪl
hailed	heɪld
hailing	ˈheɪlɪŋ
hails	heɪlz
hallmark	ˈhɔːlmɑːk
hallmarked	ˈhɔːlmɑːkt
hallmarking	ˈhɔːlmɑːkɪŋ
hallmarks	ˈhɔːlmɑːks
halloo	hæˈluː
hallooed	hæˈluːd
hallooing	hæˈluːɪŋ
halloos	hæˈluːz
hallucinate	həˈluːsɪneɪt
hallucinated	həˈluːsɪneɪtɪd
hallucinates	həˈluːsɪneɪts
hallucinating	həˈluːsɪneɪtɪŋ
halt	hɔːlt
halted	ˈhɔːltɪd
halts	hɔːlts
halve	hɑːv
halved	hɑːvd
halves	hɑːvz
halving	ˈhɑːvɪŋ
ham	hæm
hammed	hæmd
hammer	ˈhæmə
hammered	ˈhæməd
hammering	ˈhæmərɪŋ
hammers	ˈhæməz
hamming	ˈhæmɪŋ
hamper	ˈhæmpə
hampered	ˈhæmpəd
hampering	ˈhæmpərɪŋ
hampers	ˈhæmpəz
hams	hæmz
hamstring	ˈhæmstrɪŋ
hamstringed	ˈhæmstrɪŋd
hamstringing	ˈhæmstrɪŋɪŋ
hamstrings	ˈhæmstrɪŋz
handcuff	ˈhændkʌf
handcuffed	ˈhændkʌft
handcuffing	ˈhændkʌfɪŋ
handcuffs	ˈhændkʌfs
handicap	ˈhændikæp
handicapped	ˈhændikæpt
handicapping	ˈhændikæpɪŋ
handicaps	ˈhændikæps
handle	ˈhændl
handled	ˈhændld
handles	ˈhændlz
handling	ˈhændlɪŋ
hanker	ˈhæŋkə
hankered	ˈhæŋkəd
hankering	ˈhæŋkərɪŋ
hankers	ˈhæŋkəz
harangue	həˈræŋ
harangued	həˈræŋd
harangues	həˈræŋz
haranguing	həˈræŋɪŋ
harass	ˈhærəs
harassed	ˈhærəst
harasses	ˈhærəsɪz
harbour	ˈhɑːbə
harboured	ˈhɑːbəd
harbouring	ˈhɑːbərɪŋ
harbours	ˈhɑːbəz
harden	ˈhɑːdn
hardened	ˈhɑːdnd
hardening	ˈhɑːdnɪŋ
hardens	ˈhɑːdnz
hare	heə
hared	heəd
hares	heəz
haring	ˈheərɪŋ
hark	hɑːk
harked	hɑːkt
harking	ˈhɑːkɪŋ
harks	hɑːks
harm	hɑːm
harmed	hɑːmd
harming	ˈhɑːmɪŋ
harmonize	ˈhɑːmənaɪz
harmonized	ˈhɑːmənaɪzd
harmonizes	ˈhɑːmənaɪzɪz
harmonizing	ˈhɑːmənaɪzɪŋ
harms	hɑːmz
harness	ˈhɑːnɪs
harnessed	ˈhɑːnɪst
harnesses	ˈhɑːnɪsɪz
harnessing	ˈhɑːnɪsɪŋ
harp	hɑːp
harped	hɑːpt
harping	ˈhɑːpɪŋ
harpoon	hɑːˈpuːn
harpooned	hɑːˈpuːnd
harpooning	hɑːˈpuːnɪŋ
harpoons	hɑːˈpuːnz
harps	hɑːps
harried	ˈhærid
harries	ˈhæriz
harrow	ˈhærəʊ
harrowed	ˈhærəʊd
harrowing	ˈhærəʊɪŋ
harrows	ˈhærəʊz
harrumph	həˈrʌmf
harrumphed	həˈrʌmft
harrumphing	həˈrʌmfɪŋ
harrumphs	həˈrʌmfs
harry	ˈhæri
harrying	ˈhæriɪŋ
harvest	ˈhɑːvɪst
harvested	ˈhɑːvɪstɪd
harvesting	ˈhɑːvɪstɪŋ
harvests	ˈhɑːvɪsts
hash	hæʃ
hashed	hæʃt
hashes	ˈhæʃɪz
hashing	ˈhæʃɪŋ
hassle	ˈhæsl
hassled	ˈhæsld
hassles	ˈhæslz
hassling	ˈhæslɪŋ
hasten	ˈheɪsn
hastened	ˈheɪsnd
hastening	ˈheɪsnɪŋ
hastens	ˈheɪsnz
hatch	hætʃ
hatched	hætʃt
hatches	ˈhætʃɪz
hatching	ˈhætʃɪŋ
hate	heɪt
hated	ˈheɪtɪd
hates	heɪts
haul	hɔːl
hauled	hɔːld
hauling	ˈhɔːlɪŋ
hauls	hɔːlz
haunt	hɔːnt
haunted	ˈhɔːntɪd
haunting	ˈhɔːntɪŋ
haunts	hɔːnts
haw	hɔː
hawed	hɔːd
hawing	ˈhɔːɪŋ
hawk	hɔːk
hawked	hɔːkt
hawking	ˈhɔːkɪŋ
hawks	hɔːks
haws	hɔːz
hazard	ˈhæzəd
hazarded	ˈhæzədɪd
hazarding	ˈhæzədɪŋ
hazards	ˈhæzədz
haze	heɪz
hazed	heɪzd
hazes	ˈheɪzɪz
hazing	ˈheɪzɪŋ
head	hed
headed	ˈhedɪd
headhunt	ˈhedhʌnt
headhunted	ˈhedhʌntɪd
headhunting	ˈhedhʌntɪŋ
headhunts	ˈhedhʌnts
heading	ˈhedɪŋ
headline	ˈhedlaɪn
headlined	ˈhedlaɪnd
headlines	ˈhedlaɪnz
headlining	ˈhedlaɪnɪŋ
heads	hedz
heal	hiːl
healed	hiːld
healing	ˈhiːlɪŋ
heals	hiːlz
hearken	ˈhɑːkən
hearkened	ˈhɑːkənd
hearkening	ˈhɑːkənɪŋ
hearkens	ˈhɑːkənz
hearten	ˈhɑːtn
heartened	ˈhɑːtnd
heartening	ˈhɑːtnɪŋ
heartens	ˈhɑːtnz
heat	hiːt
heated	ˈhiːtɪd
heating	ˈhiːtɪŋ
heats	hiːts
heave	hiːv
heaved	hiːvd
heaves	hiːvz
heaving	ˈhiːvɪŋ
heckle	ˈhekl
heckled	ˈhekld
heckles	ˈheklz
heckling	ˈheklɪŋ
hector	ˈhektə
hectored	ˈhektəd
hectoring	ˈhektərɪŋ
hectors	ˈhektəz
hedge	hedʒ
hedged	hedʒd
hedges	ˈhedʒɪz
hedging	ˈhedʒɪŋ
heed	hiːd
heeded	ˈhiːdɪd
heeding	ˈhiːdɪŋ
heeds	hiːdz
heel	hiːl
heeled	hiːld
heeling	ˈhiːlɪŋ
heels	hiːlz
heft	heft
hefted	ˈheftɪd
hefting	ˈheftɪŋ
hefts	hefts
heighten	ˈhaɪtn
heightened	ˈhaɪtnd
heightening	ˈhaɪtnɪŋ
heightens	ˈhaɪtnz
heist	haɪst
heisted	ˈhaɪstɪd
heisting	ˈhaɪstɪŋ
heists	haɪsts
held	held
hem	hem
hemmed	hemd
hemming	ˈhemɪŋ
hems	hemz
herald	ˈherəld
heralded	ˈherəldɪd
heralding	ˈherəldɪŋ
heralds	ˈherəldz
herd	hɜːd
herded	ˈhɜːdɪd
herding	ˈhɜːdɪŋ
herds	hɜːdz
hew	hjuː
hewed	hjuːd
hewn	hjuːn
hews	hjuːz
hex	heks
hexed	hekst
hexes	ˈheksɪz
hexing	ˈheksɪŋ
hibernate	ˈhaɪbəneɪt
hibernated	ˈhaɪbəneɪtɪd
hibernates	ˈhaɪbəneɪts
hibernating	ˈhaɪbəneɪtɪŋ
hiccup	ˈhɪkʌp
hiccuped	ˈhɪkʌpt
hiccuping	ˈhɪkʌpɪŋ
hiccups	ˈhɪkʌps
hid	hɪd
hide	haɪd
hides	haɪdz
hie	haɪ
hied	haɪd
hies	haɪz
highball	ˈhaɪbɔːl
highballed	ˈhaɪbɔːld
highballing	ˈhaɪbɔːlɪŋ
highballs	ˈhaɪbɔːlz
highlight	ˈhaɪlaɪt
highlighted	ˈhaɪlaɪtɪd
highlighting	ˈhaɪlaɪtɪŋ
highlights	ˈhaɪlaɪts
hightail	ˈhaɪteɪl
hightailed	ˈhaɪteɪld
hightailing	ˈhaɪteɪlɪŋ
hightails	ˈhaɪteɪlz
hijack	ˈhaɪdʒæk
hijacked	ˈhaɪdʒækt
hijacking	ˈhaɪdʒækɪŋ
hijacks	ˈhaɪdʒæks
hike	haɪk
hiked	haɪkt
hikes	haɪks
hiking	ˈhaɪkɪŋ
hinder	ˈhɪndə
hindered	ˈhɪndəd
hindering	ˈhɪndərɪŋ
hinders	ˈhɪndəz
hinge	hɪndʒ
hinged	hɪndʒd
hinges	ˈhɪndʒɪz
hinging	ˈhɪndʒɪŋ
hint	hɪnt
hinted	ˈhɪntɪd
hinting	ˈhɪntɪŋ
hints	hɪnts
hire	ˈhaɪə
hired	ˈhaɪəd
hires	ˈhaɪəz
hiring	ˈhaɪərɪŋ
hiss	hɪs
hissed	hɪst
hisses	ˈhɪsɪz
hissing	ˈhɪsɪŋ
hitch	hɪtʃ
hitched	hɪtʃt
hitches	ˈhɪtʃɪz
hitching	ˈhɪtʃɪŋ
hive	haɪv
hived	haɪvd
hives	haɪvz
hiving	ˈhaɪvɪŋ
hoard	hɔːd
hoarded	ˈhɔːdɪd
hoarding	ˈhɔːdɪŋ
hoards	hɔːdz
hoax	həʊks
hoaxed	həʊkst
hoaxes	ˈhəʊksɪz
hoaxing	ˈhəʊksɪŋ
hobble	ˈhɒbl
hobbled	ˈhɒbld
hobbles	ˈhɒblz
hobbling	ˈhɒblɪŋ
hobnob	ˈhɒbnɒb
hobnobbed	ˈhɒbnɒbd
hobnobbing	ˈhɒbnɒbɪŋ
hobnobs	ˈhɒbnɒbz
hock	hɒk
hocked	hɒkt
hocking	ˈhɒkɪŋ
hocks	hɒks
hoe	həʊ
hoed	həʊd
hoeing	ˈhəʊɪŋ
hoes	həʊz
hog	hɒɡ
hogged	hɒɡd
hogging	ˈhɒɡɪŋ
hogs	hɒɡz
hoick	hɔɪk
hoicked	hɔɪkt
hoicking	ˈhɔɪkɪŋ
hoicks	hɔɪks
hoist	hɔɪst
hoisted	ˈhɔɪstɪd
hoisting	ˈhɔɪstɪŋ
hoists	hɔɪsts
hold	həʊld
holding	ˈhəʊldɪŋ
holds	həʊldz
hole	həʊl
holed	həʊld
holes	həʊlz
holiday	ˈhɒlɪdeɪ
holidayed	ˈhɒlədeɪd
holidays	ˈhɒlɪdeɪɪz
holing	ˈhəʊlɪŋ
holler	ˈhɒlə
hollered	ˈhɒləd
hollering	ˈhɒlərɪŋ
hollers	ˈhɒləz
hollow	ˈhɒləʊ
hollowed	ˈhɒləʊd
hollowing	ˈhɒləʊɪŋ
hollows	ˈhɒləʊz
holster	ˈhəʊlstə
holstered	ˈhəʊlstəd
holsters	ˈhəʊlstəz
home	həʊm
homed	həʊmd
homes	həʊmz
homestead	ˈhəʊmsted
homesteading	ˈhəʊmstedɪŋ
homesteads	ˈhəʊmstedz
homing	ˈhəʊmɪŋ
hone	həʊn
honed	həʊnd
hones	həʊnz
honeymoon	ˈhʌnimuːn
honeymooned	ˈhʌnimuːnd
honeymooning	ˈhʌnimuːnɪŋ
honeymoons	ˈhʌnimuːnz
honing	ˈhəʊnɪŋ
honk	hɒŋk
honked	hɒŋkt
honking	ˈhɒŋkɪŋ
honks	hɒŋks
honour	ˈɒnə
honoured	ˈɒnəd
honouring	ˈɒnərɪŋ
honours	ˈɒnəz
hoodwink	ˈhʊdwɪŋk
hoodwinked	ˈhʊdwɪŋkt
hoodwinking	ˈhʊdwɪŋkɪŋ
hoodwinks	ˈhʊdwɪŋks
hoof	huːf
hoofed	huːft
hoofing	ˈhuːfɪŋ
hoofs	huːfs
hoon	huːn
hoons	huːnz
hoot	huːt
hooted	ˈhuːtɪd
hooting	ˈhuːtɪŋ
hoots	huːts
hoover	ˈhuːvə
hoovered	ˈhuːvəd
hoovering	ˈhuːvərɪŋ
hoovers	ˈhuːvəz
hop	hɒp
hope	həʊp
hoped	həʊpt
hopes	həʊps
hoping	ˈhəʊpɪŋ
hopped	hɒpt
hopping	ˈhɒpɪŋ
hops	hɒps
horse	hɔːs
horsed	hɔːst
horses	ˈhɔːsɪz
horsewhip	ˈhɔːswɪp
horsewhipped	ˈhɔːswɪpt
horsewhipping	ˈhɔːswɪpɪŋ
horsewhips	ˈhɔːswɪps
horsing	ˈhɔːsɪŋ
hose	həʊz
hosed	həʊzd
hoses	ˈhəʊzɪz
hosing	ˈhəʊzɪŋ
hospitalize	ˈhɒspɪtəlaɪz
hospitalized	ˈhɒspɪtəlaɪzd
hospitalizes	ˈhɒspɪtəlaɪzɪz
hospitalizing	ˈhɒspɪtəlaɪzɪŋ
host	həʊst
hosted	ˈhəʊstɪd
hosting	ˈhəʊstɪŋ
hosts	həʊsts
hot	hɒt
hotfoot	ˈhɒtfʊt
hotfooted	ˈhɒtfʊtɪd
hotfooting	ˈhɒtfʊtɪŋ
hotfoots	ˈhɒtfʊts
hots	hɒts
hotted	ˈhɒtɪd
hotting	ˈhɒtɪŋ
hound	haʊnd
hounded	ˈhaʊndɪd
hounding	ˈhaʊndɪŋ
hounds	haʊndz
house	haʊz
housed	haʊzd
houses	ˈhaʊzɪz
housing	ˈhaʊzɪŋ
hover	ˈhɒvə
hovered	ˈhɒvəd
hovering	ˈhɒvəɪŋ
hovers	ˈhɒvəz
howl	haʊl
howled	haʊld
howling	ˈhaʊlɪŋ
howls	haʊlz
huddle	ˈhʌdl
huddled	ˈhʌdld
huddles	ˈhʌdlz
huddling	ˈhʌdlɪŋ
huff	hʌf
huffed	hʌft
huffing	ˈhʌfɪŋ
huffs	hʌfs
hug	hʌɡ
hugged	hʌɡd
hugging	ˈhʌɡɪŋ
hugs	hʌɡz
hull	hʌl
hulled	hʌld
hulling	ˈhʌlɪŋ
hulls	hʌlz
hum	hʌm
humanize	ˈhjuːmənaɪz
humanized	ˈhjuːmənaɪzd
humanizes	ˈhjuːmənaɪzɪz
humanizing	ˈhjuːmənaɪzɪŋ
humble	ˈhʌmbl
humbled	ˈhʌmbld
humbles	ˈhʌmblz
humbling	ˈhʌmblɪŋ
humiliate	hjuːˈmɪlieɪt
humiliated	hjuːˈmɪlieɪtɪd
humiliates	hjuːˈmɪlieɪts
humiliating	hjuːˈmɪlieɪtɪŋ
hummed	hʌmd
humming	ˈhʌmɪŋ
humour	ˈhjuːmə
humoured	ˈhjuːməd
humouring	ˈhjuːmərɪŋ
humours	ˈhjuːməz
hump	hʌmp
humped	hʌmpt
humping	ˈhʌmpɪŋ
humps	hʌmps
hums	hʌmz
hunch	hʌntʃ
hunched	ˈhʌntʃt
hunches	ˈhʌntʃɪz
hunching	ˈhʌntʃɪŋ
hunger	ˈhʌŋɡə
hungered	ˈhʌŋɡəd
hungering	ˈhʌŋɡərɪŋ
hungers	ˈhʌŋɡəz
hunker	ˈhʌŋkə
hunkered	ˈhʌŋkəd
hunkering	ˈhʌŋkərɪŋ
hunkers	ˈhʌŋkəz
hunt	hʌnt
hunted	ˈhʌntɪd
hunting	ˈhʌntɪŋ
hunts	hʌnts
hurdle	ˈhɜːdl
hurdled	ˈhɜːdld
