abase	əˈbeɪs
museum	mjuˈziːəm
mushroom	ˈmʌʃrʊm
musical	ˈmjuːzɪkl
music	ˈmjuːzɪk
musing	ˈmjuːzɪŋ
musketry	ˈmʌskɪtri
musher	ˈmʌʃə(r)
musicality	ˌmjuːzɪˈkæləti
musket	ˈmʌskɪt
musketeer	ˌmʌskəˈtɪə(r)
musk	mʌsk
muslin	ˈmʌzlɪn
musician	mjuˈzɪʃn
muss	mʌs
muskrat	ˈmʌskræt
musquash	ˈmʌskwɒʃ
musically	ˈmjuːzɪkli
musicology	ˌmjuːzɪˈkɒlədʒi
musicologist	ˌmjuːzɪˈkɒlədʒɪst
must	məst
mustn't	ˈmʌsnt
mussel	ˈmʌsl
mustache	məˈstɑːʃ
mustached	məˈstɑːʃt
mustachioed	məˈstæʃiəʊd
mustang	ˈmʌstæŋ
musty	ˈmʌsti
musicianship	mjuˈzɪʃnʃɪp
mutant	ˈmjuːtənt
mutate	mjuːˈteɪt
mute	mjuːt
muted	ˈmjuːtɪd
mushy	ˈmʌʃi
muster	ˈmʌstə(r)
mutable	ˈmjuːtəbl
mutability	ˌmjuːtəˈbɪləti
mutation	mjuːˈteɪʃn
mutiny	ˈmjuːtəni
mutineer	ˌmjuːtəˈnɪə(r)
mutely	ˈmjuːtli
mutinous	ˈmjuːtənəs
mutinously	ˈmjuːtənəsli
mutism	ˈmjuːtɪzəm
mutt	mʌt
mutter	ˈmʌtə(r)
muttering	ˈmʌtərɪŋ
mutton	ˈmʌtn
mustard	ˈmʌstəd
mutually	ˈmjuːtʃuəli
muzzy	ˈmʌzi
mutilate	ˈmjuːtɪleɪt
mutilation	ˌmjuːtɪˈleɪʃn
my	maɪ
mycology	maɪˈkɒlədʒi
myelin	ˈmaɪəlɪn
muzzle	ˈmʌzl
myalgia	maɪˈældʒə
myalgic	maɪˈældʒɪk
mutual	ˈmjuːtʃuəl
mutuality	ˌmjuːtʃuˈæləti
myeloma	ˌmaɪəˈləʊmə
myelomata	ˌmaɪəˈləʊmətə
myriad	ˈmɪriəd
mynah	ˈmaɪnə
myopia	maɪˈəʊpiə
myopic	maɪˈɒpɪk
myrrh	mɜː(r)
mystic	ˈmɪstɪk
myrtle	ˈmɜːtl
mysterious	mɪˈstɪəriəs
mysteriously	mɪˈstɪəriəsli
mystical	ˈmɪstɪkl
mystically	ˈmɪstɪkli
myself	maɪˈself
myth	mɪθ
mystique	mɪˈstiːk
mystify	ˈmɪstɪfaɪ
mystification	ˌmɪstɪfɪˈkeɪʃn
mythic	ˈmɪθɪk
mysticism	ˈmɪstɪsɪzəm
mythical	ˈmɪθɪkl
mythography	mɪˈθɒɡrəfi
mythological	ˌmɪθəˈlɒdʒɪkl
myxomatosis	ˌmɪksəməˈtəʊsɪs
nab	næb
nachos	ˈnætʃəʊz
mythology	mɪˈθɒlədʒi
mystery	ˈmɪstri
nada	ˈnɑːdə
nae	neɪ
nag	næɡ
nagana	nəˈɡɑːnə
nadir	ˈneɪdɪə(r)
naive	naɪˈiːv
nah	nɑː
nabob	ˈneɪbɒb
naiad	ˈnaɪæd
naiades	ˈnaɪædiːz
naked	ˈneɪkɪd
nakedly	ˈneɪkɪdli
nagging	ˈnæɡɪŋ
nameless	ˈneɪmləs
namely	ˈneɪmli
nameplate	ˈneɪmpleɪt
nana	ˈnænə
nap	næp
napkin	ˈnæpkɪn
nappy	ˈnæpi
napalm	ˈneɪpɑːm
namesake	ˈneɪmseɪk
nanosecond	ˈnænəʊsekənd
naphthalene	ˈnæfθəliːn
naphtha	ˈnæfθə
nanotechnology	ˌnænəʊtekˈnɒlədʒi
nanotechnologist	ˌnænəʊtekˈnɒlədʒɪst
nancy	ˈnænsi
nappe	næp
narcotic	nɑːˈkɒtɪk
nanny	ˈnæni
narcolepsy	ˈnɑːkəʊlepsi
narcosis	nɑːˈkəʊsɪs
narrow	ˈnærəʊ
narrowness	ˈnærəʊnəs
narcissism	ˈnɑːsɪsɪzəm
narcissistic	ˌnɑːsɪˈsɪstɪk
narc	nɑːk
narration	nəˈreɪʃn
narked	nɑːkt
nark	nɑːk
narky	ˈnɑːki
narwhal	ˈnɑːwəl
narrator	nəˈreɪtə(r)
narrate	nəˈreɪt
narrowly	ˈnærəʊli
nape	neɪp
narrowband	ˈnærəʊbænd
nary	ˈneəri
narrows	ˈnærəʊz
nasalize	ˈneɪzlaɪz
nasalization	ˌneɪzlaɪˈzeɪʃn
nascent	ˈnæsnt
natal	ˈneɪtl
nan	næn
national	ˈnæʃnəl
nasturtium	nəˈstɜːʃəm
nasty	ˈnɑːsti
nastily	ˈnɑːstɪli
nail	neɪl
narcissus	nɑːˈsɪsəs
narcissi	nɑːˈsɪsaɪ
natch	nætʃ
nasal	ˈneɪzl
natality	nəˈtælɪti
nationalistic	ˌnæʃnəˈlɪstɪk
nationalize	ˈnæʃnəlaɪz
nationalization	ˌnæʃnəlaɪˈzeɪʃn
nation	ˈneɪʃn
nationhood	ˈneɪʃnhʊd
narrative	ˈnærətɪv
nationalism	ˈnæʃnəlɪzəm
native	ˈneɪtɪv
nationalist	ˈnæʃnəlɪst
nationality	ˌnæʃəˈnæləti
nationwide	ˌneɪʃnˈwaɪd
natter	ˈnætə(r)
natural	ˈnætʃrəl
natty	ˈnæti
naturalist	ˈnætʃrəlɪst
naturalistic	ˌnætʃrəˈlɪstɪk
naturist	ˈneɪtʃərɪst
naturalize	ˈnætʃrəlaɪz
naturalization	ˌnætʃrəlaɪˈzeɪʃn
naturalness	ˈnætʃrəlnəs
naturalism	ˈnætʃrəlɪzəm
nature	ˈneɪtʃə(r)
naughty	ˈnɔːti
naturally	ˈnætʃrəli
nautical	ˈnɔːtɪkl
nautilus	ˈnɔːtɪləs
navel	ˈneɪvl
nauseate	ˈnɔːzieɪt
nauseous	ˈnɔːziəs
naval	ˈneɪvl
navigable	ˈnævɪɡəbl
navigability	ˌnævɪɡəˈbɪləti
nausea	ˈnɔːziə
navvy	ˈnævi
nave	neɪv
nationally	ˈnæʃnəli
nawab	nəˈwɑːb
navy	ˈneɪvi
near	nɪə(r)
nay	neɪ
nativity	nəˈtɪvəti
naturism	ˈneɪtʃərɪzəm
nearby	ˌnɪəˈbaɪ
name	neɪm
neat	niːt
neatly	niːtli
nearly	ˈnɪəli
nebbish	ˈnebɪʃ
nebula	ˈnebjələ
nebulae	ˈnebjəliː
neaten	ˈniːtn
neck	nek
necessaries	ˈnesəsəriz
necessarily	ˌnesəˈserəli
nebulous	ˈnebjələs
neckline	ˈneklaɪn
necklace	ˈnekləs
navigator	ˈnævɪɡeɪtə(r)
necessitate	nəˈsesɪteɪt
navigate	ˈnævɪɡeɪt
navigation	ˌnævɪˈɡeɪʃn
navigational	ˌnævɪˈɡeɪʃənl
naw	nɔː
necropsy	ˈnekrɒpsi
nazi	ˈnɑːtsi
neckwear	ˈnekweə(r)
necessity	nəˈsesəti
nearside	ˈnɪəsaɪd
necrophilia	ˌnekrəˈfɪliə
necropolis	nəˈkrɒpəlɪs
necropolises	nəˈkrɒpəlɪsɪz
neckerchief	ˈnekətʃiːf
nectar	ˈnektə(r)
needle	ˈniːdl
nectarine	ˈnektəriːn
necromancy	ˈnekrəʊmænsi
need	niːd
needless	ˈniːdləs
needlessly	ˈniːdləsli
nearsighted	ˌnɪəˈsaɪtɪd
nearsightedness	ˌnɪəˈsaɪtɪdnəs
needful	ˈniːdfl
negative	ˈneɡətɪv
negatively	ˈneɡətɪvli
needlework	ˈniːdlwɜːk
negativity	ˌneɡəˈtɪvəti
needlepoint	ˈniːdlpɔɪnt
nefarious	nɪˈfeəriəs
necromancer	ˈnekrəʊmænsə(r)
needlewoman	ˈniːdlwʊmən
needlewomen	ˈniːdlwɪmɪn
needs	niːdz
needy	ˈniːdi
necktie	ˈnektaɪ
neglect	nɪˈɡlekt
negation	nɪˈɡeɪʃn
negator	nɪˈɡeɪtə(r)
neglected	nɪˈɡlektɪd
negligent	ˈneɡlɪdʒənt
negligently	ˈneɡlɪdʒəntli
negotiable	nɪˈɡəʊʃiəbl
nee	neɪ
neither	ˈnaɪðə(r)
neglectful	nɪˈɡlektfl
negligible	ˈneɡlɪdʒəbl
negate	nɪˈɡeɪt
negritude	ˈneɡrɪtjuːd
negotiation	nɪˌɡəʊʃiˈeɪʃn
neighbouring	ˈneɪbərɪŋ
negligence	ˈneɡlɪdʒəns
neep	niːp
negotiator	nɪˈɡəʊʃieɪtə(r)
nematode	ˈnemətəʊd
neigh	neɪ
negligee	ˈneɡlɪʒeɪ
nemesis	ˈneməsɪs
nelson	ˈnelsn
necessary	ˈnesəsəri
neighbour	ˈneɪbə(r)
neocolonialism	ˌniːəʊkəˈləʊniəlɪzəm
neoclassical	ˌniːəʊˈklæsɪkl
neoliberal	ˌniːəʊˈlɪbərəl
neodymium	ˌniːəʊˈdɪmiəm
neoplasticism	ˌniːəʊˈplæstɪsɪzəm
neoplastic	ˌniːəʊˈplæstɪk
neon	ˈniːɒn
negotiate	nɪˈɡəʊʃieɪt
neoconservative	ˌniːəʊkənˈsɜːvətɪv
neonatal	ˌniːəʊˈneɪtl
neophyte	ˈniːəfaɪt
neoprene	ˈniːəpriːn
neonate	ˈniːəʊneɪt
neologism	niˈɒlədʒɪzəm
neolithic	ˌniːəˈlɪθɪk
nephew	ˈnefjuː
nerd	nɜːd
nepotism	ˈnepətɪzəm
neptunium	nepˈtjuːniəm
nerveless	ˈnɜːvləs
nest	nest
nervous	ˈnɜːvəs
nervously	ˈnɜːvəsli
nervy	ˈnɜːvi
net	net
nether	ˈneðə(r)
network	ˈnetwɜːk
nettlesome	ˈnetlsəm
nettle	ˈnetl
netting	ˈnetɪŋ
networking	ˈnetwɜːkɪŋ
nestling	ˈnestlɪŋ
neural	ˈnjʊərəl
neuralgia	njʊəˈrældʒə
neuralgic	njʊəˈrældʒɪk
nerve	nɜːv
neurological	ˌnjʊərəˈlɒdʒɪkl
neurologist	njʊəˈrɒlədʒɪst
neurasthenia	ˌnjʊərəsˈθiːniə
neurophysiology	ˌnjʊərəʊfɪziˈɒlədʒi
netherworld	ˈneðəwɜːld
neuroscience	ˈnjʊərəʊsaɪəns
neuroscientist	ˈnjʊərəʊsaɪəntɪst
neurotic	njʊəˈrɒtɪk
neurotically	njʊəˈrɒtɪkli
neurotoxin	ˌnjʊərəʊˈtɒksɪn
neurology	njʊəˈrɒlədʒi
neutralist	ˈnjuːtrəlɪst
neurosurgery	ˈnjʊərəʊsɜːdʒəri
neutrality	njuːˈtræləti
neutral	ˈnjuːtrəl
neutrally	ˈnjuːtrəli
neutrino	njuːˈtriːnəʊ
never	ˈnevə(r)
nevermore	ˌnevəˈmɔː(r)
newly	ˈnjuːli
newfangled	ˌnjuːˈfæŋɡld
newcomer	ˈnjuːkʌmə(r)
neurotransmitter	ˈnjʊərəʊtrænzmɪtə(r)
newsletter	ˈnjuːzletə(r)
neurosis	njʊəˈrəʊsɪs
neuroses	njʊəˈrəʊsiːz
neuter	ˈnjuːtə(r)
newsagent	ˈnjuːzeɪdʒənt
nevertheless	ˌnevəðəˈles
newborn	ˈnjuːbɔːn
newsman	ˈnjuːzmæn
newswoman	ˈnjuːzwʊmən
newsmen	ˈnjuːzmen
newswomen	ˈnjuːzwɪmɪn
newspaper	ˈnjuːzpeɪpə(r)
neutralize	ˈnjuːtrəlaɪz
neutralization	ˌnjuːtrəlaɪˈzeɪʃn
neutron	ˈnjuːtrɒn
newscast	ˈnjuːzkɑːst
new	njuː
newness	njuːnəs
newsdealer	ˈnjuːzdiːlə(r)
newsreel	ˈnjuːzriːl
newscaster	ˈnjuːzkɑːstə(r)
newsreader	ˈnjuːzriːdə(r)
nexus	ˈneksəs
nibble	ˈnɪbl
niacin	ˈnaɪəsɪn
nib	nɪb
news	njuːz
newsy	ˈnjuːzi
newsworthy	ˈnjuːzwɜːði
newt	njuːt
nick	nɪk
newsroom	ˈnjuːzruːm
newton	ˈnjuːtən
nicely	ˈnaɪsli
newsprint	ˈnjuːzprɪnt
newspeak	ˈnjuːspiːk
nibs	nɪbz
nicety	ˈnaɪsəti
newspaperman	ˈnjuːzpeɪpəmæn
newspaperwoman	ˈnjuːzpeɪpəwʊmən
newspapermen	ˈnjuːzpeɪpəmen
newspaperwomen	ˈnjuːzpeɪpəwɪmɪn
nicker	ˈnɪkə(r)
nickname	ˈnɪkneɪm
nice	naɪs
niceness	naɪsnəs
nickel	ˈnɪkl
niece	niːs
niche	niːʃ
nicotine	ˈnɪkətiːn
niggle	ˈnɪɡl
nightcap	ˈnaɪtkæp
niggling	ˈnɪɡlɪŋ
nifty	ˈnɪfti
nightingale	ˈnaɪtɪŋɡeɪl
nightly	ˈnaɪtli
nightspot	ˈnaɪtspɒt
nightdress	ˈnaɪtdres
nightstand	ˈnaɪtstænd
nightshirt	ˈnaɪtʃɜːt
nightie	ˈnaɪti
nightfall	ˈnaɪtfɔːl
night	naɪt
nightlife	ˈnaɪtlaɪf
nightstick	ˈnaɪtstɪk
nightgown	ˈnaɪtɡaʊn
nightjar	ˈnaɪtdʒɑː(r)
nihilism	ˈnaɪɪlɪzəm
nihilistic	ˌnaɪɪˈlɪstɪk
nihilist	ˈnaɪɪlɪst
nimbostratus	ˌnɪmbəʊˈstrɑːtəs
nincompoop	ˈnɪŋkəmpuːp
next	nekst
nightmare	ˈnaɪtmeə(r)
nightmarish	ˈnaɪtmeərɪʃ
nim	nɪm
nigh	naɪ
nightclub	ˈnaɪtklʌb
nimbus	ˈnɪmbəs
nine	naɪn
ninny	ˈnɪni
nil	nɪl
nimble	ˈnɪmbl
nimbler	ˈnɪmblə(r)
nimblest	ˈnɪmblɪst
nimbly	ˈnɪmbli
ninepins	ˈnaɪnpɪnz
nightclothes	ˈnaɪtkləʊðz
ninth	naɪnθ
ninety	ˈnaɪnti
ninetieth	ˈnaɪntiəθ
nip	nɪp
nippy	ˈnɪpi
ninja	ˈnɪndʒə
nit	nɪt
nipper	ˈnɪpə(r)
niobium	naɪˈəʊbiəm
nirvana	nɪəˈvɑːnə
nitrate	ˈnaɪtreɪt
nipple	ˈnɪpl
nineteen	ˌnaɪnˈtiːn
nineteenth	ˌnaɪnˈtiːnθ
nitrite	ˈnaɪtraɪt
nitrogen	ˈnaɪtrədʒən
nitrogenous	naɪˈtrɒdʒənəs
nix	nɪks
nitwit	ˈnɪtwɪt
nobility	nəʊˈbɪləti
nobody	ˈnəʊbədi
noble	ˈnəʊbl
nobler	ˈnəʊblə(r)
noblest	ˈnəʊblɪst
nobly	ˈnəʊbli
nobelium	nəʊˈbiːliəm
nitrify	ˈnaɪtrɪfaɪ
nocturnal	nɒkˈtɜːnl
nobleman	ˈnəʊblmən
noblewoman	ˈnəʊblwʊmən
noblemen	ˈnəʊblmən
noblewomen	ˈnəʊblwɪmɪn
nocturne	ˈnɒktɜːn
noddle	ˈnɒdl
nitroglycerine	ˌnaɪtrəʊˈɡlɪsəriːn
nodule	ˈnɒdjuːl
node	nəʊd
nod	nɒd
noh	nəʊ
noisome	ˈnɔɪsəm
noiseless	ˈnɔɪzləs
noiselessly	ˈnɔɪzləsli
nob	nɒb
nomenclature	nəˈmenklətʃə(r)
nomad	ˈnəʊmæd
nomadic	nəʊˈmædɪk
nobble	ˈnɒbl
nomination	ˌnɒmɪˈneɪʃn
nominative	ˈnɒmɪnətɪv
nominee	ˌnɒmɪˈniː
nominate	ˈnɒmɪneɪt
noel	nəʊˈel
noise	nɔɪz
nonagenarian	ˌnɒnədʒəˈneəriən
nonagon	ˈnɒnəɡən
noisy	ˈnɔɪzi
noisily	ˈnɔɪzɪli
nominal	ˈnɒmɪnl
nominally	ˈnɒmɪnəli
nonce	nɒns
nonchalant	ˈnɒnʃələnt
nonchalance	ˈnɒnʃələns
nonconformity	ˌnɒnkənˈfɔːmɪti
nonconformist	ˌnɒnkənˈfɔːmɪst
nondescript	ˈnɒndɪskrɪpt
none	nʌn
nonentity	nɒˈnentəti
nonetheless	ˌnʌnðəˈles
nonet	nəʊˈnet
nonpareil	ˌnɒnpəˈreɪl
nonplussed	ˌnɒnˈplʌst
nonsensical	nɒnˈsensɪkl
nonsense	ˈnɒnsns
nook	nʊk
noose	nuːs
noon	nuːn
nooky	ˈnʊki
noonday	ˈnuːndeɪ
nope	nəʊp
noodle	ˈnuːdl
nor	nɔː(r)
normal	ˈnɔːml
nordic	ˈnɔːdɪk
normality	nɔːˈmæləti
north	nɔːθ
normative	ˈnɔːmətɪv
normalize	ˈnɔːməlaɪz
normalization	ˌnɔːməlaɪˈzeɪʃn
noontide	ˈnuːntaɪd
northerly	ˈnɔːðəli
northbound	ˈnɔːθbaʊnd
northernmost	ˈnɔːðənməʊst
northern	ˈnɔːðən
northwards	ˈnɔːθwədz
northward	ˈnɔːθwəd
northerner	ˈnɔːðənə(r)
nosegay	ˈnəʊzɡeɪ
noseband	ˈnəʊzbænd
nosebleed	ˈnəʊzbliːd
nosh	nɒʃ
nose	nəʊz
nostalgia	nɒˈstældʒə
nostalgic	nɒˈstældʒɪk
nostrum	ˈnɒstrəm
nostril	ˈnɒstrəl
norm	nɔːm
nosy	ˈnəʊzi
notable	ˈnəʊtəbl
nosebag	ˈnəʊzbæɡ
nosology	nɒˈsɒlədʒi
notch	nɒtʃ
note	nəʊt
notation	nəʊˈteɪʃn
not	nɒt
notary	ˈnəʊtəri
notably	ˈnəʊtəbli
noted	ˈnəʊtɪd
nothing	ˈnʌθɪŋ
notification	ˌnəʊtɪfɪˈkeɪʃn
notice	ˈnəʊtɪs
notional	ˈnəʊʃənl
notionally	ˈnəʊʃənəli
noteworthy	ˈnəʊtwɜːði
notifiable	ˈnəʊtɪfaɪəbl
nother	ˈnʌðə(r)
nothingness	ˈnʌθɪŋnəs
notion	ˈnəʊʃn
notify	ˈnəʊtɪfaɪ
nought	nɔːt
noun	naʊn
notoriety	ˌnəʊtəˈraɪəti
notwithstanding	ˌnɒtwɪθˈstændɪŋ
nougat	ˈnuːɡɑː
noticeable	ˈnəʊtɪsəbl
noticeably	ˈnəʊtɪsəbli
nourishment	ˈnʌrɪʃmənt
nosedive	ˈnəʊzdaɪv
nova	ˈnəʊvə
novae	ˈnəʊviː
nourish	ˈnʌrɪʃ
nourishing	ˈnʌrɪʃɪŋ
novelette	ˌnɒvəˈlet
nous	naʊs
novelist	ˈnɒvəlɪst
novelistic	ˌnɒvəˈlɪstɪk
novella	nəˈvelə
notepaper	ˈnəʊtpeɪpə(r)
novel	ˈnɒvl
notarize	ˈnəʊtəraɪz
novice	ˈnɒvɪs
novitiate	nəʊˈvɪʃiət
nowadays	ˈnaʊədeɪz
novocaine	ˈnəʊvəkeɪn
nowt	naʊt
noxious	ˈnɒkʃəs
notorious	nəʊˈtɔːriəs
notoriously	nəʊˈtɔːriəsli
notebook	ˈnəʊtbʊk
normally	ˈnɔːməli
notepad	ˈnəʊtpæd
now	naʊ
novelty	ˈnɒvlti
nuance	ˈnjuːɑːns
nozzle	ˈnɒzl
nubile	ˈnjuːbaɪl
nth	enθ
nu	njuː
nub	nʌb
nuclear	ˈnjuːkliə(r)
nude	njuːd
nudge	nʌdʒ
nudie	ˈnjuːdi
nuke	njuːk
nudist	ˈnjuːdɪst
nugatory	ˈnjuːɡətəri
nucleus	ˈnjuːkliəs
nuclei	ˈnjuːkliaɪ
nudity	ˈnjuːdəti
null	nʌl
nuisance	ˈnjuːsns
nugget	ˈnʌɡɪt
number	ˈnʌmbə(r)
numbing	ˈnʌmɪŋ
nudism	ˈnjuːdɪzəm
numb	nʌm
numbly	nʌmli
nullity	ˈnʌləti
nullify	ˈnʌlɪfaɪ
numberless	ˈnʌmbələs
numbskull	ˈnʌmskʌl
numeracy	ˈnjuːmərəsi
numerate	ˈnjuːmərət
numerator	ˈnjuːməreɪtə(r)
numerical	njuːˈmerɪkl
numerically	njuːˈmerɪkli
numerous	ˈnjuːmərəs
numerology	ˌnjuːməˈrɒlədʒi
numerological	ˌnjuːmərəˈlɑdʒɪkl
numismatics	ˌnjuːmɪzˈmætɪks
numismatic	ˌnjuːmɪzˈmætɪk
numismatist	njuːˈmɪzmətɪst
nun	nʌn
nowhere	ˈnəʊweə(r)
nuncio	ˈnʌnsiəʊ
nurse	nɜːs
nursery	ˈnɜːsəri
nuptial	ˈnʌpʃl
nurture	ˈnɜːtʃə(r)
numinous	ˈnjuːmɪnəs
numeral	ˈnjuːmərəl
nursemaid	ˈnɜːsmeɪd
nuptials	ˈnʌpʃlz
nurseryman	ˈnɜːsərimən
nurserymen	ˈnɜːsərimən
nutcracker	ˈnʌtkrækə(r)
nuthatch	ˈnʌthætʃ
nutrient	ˈnjuːtriənt
nutshell	ˈnʌtʃel
nutmeg	ˈnʌtmeɡ
nutritious	njuˈtrɪʃəs
nutritionist	njuˈtrɪʃənɪst
nut	nʌt
nutty	ˈnʌti
nutcase	ˈnʌtkeɪs
nymph	nɪmf
nymphet	ˈnɪmfet
nutrition	njuˈtrɪʃn
nutritional	njuˈtrɪʃənl
nymphomaniac	ˌnɪmfəˈmeɪniæk
nylon	ˈnaɪlɒn
nursing	ˈnɜːsɪŋ
oar	ɔː(r)
oakum	ˈəʊkəm
nuzzle	ˈnʌzl
nutter	ˈnʌtə(r)
oaken	ˈəʊkən
oat	əʊt
oarsman	ˈɔːzmən
oarswoman	ˈɔːzwʊmən
oarsmen	ˈɔːzmən
oarswomen	ˈɔːzwɪmɪn
obbligato	ˌɒblɪˈɡɑːtəʊ
oater	ˈəʊtə(r)
obeisance	əʊˈbeɪsns
oats	əʊts
oatmeal	ˈəʊtmiːl
oatcake	ˈəʊtkeɪk
obedient	əˈbiːdiənt
obedience	əˈbiːdiəns
oasis	əʊˈeɪsɪs
oases	əʊˈeɪsiːz
oaf	əʊf
oarlock	ˈɔːlɒk
obfuscate	ˈɒbfʌskeɪt
obe	ˌəʊ biː ˈiː
obelisk	ˈɒbəlɪsk
object	ˈɒbdʒɪkt
nuts	nʌts
objective	əbˈdʒektɪv
obey	əˈbeɪ
oath	əʊθ
oaths	əʊðz
oak	əʊk
obi	ˈəʊbi
objection	əbˈdʒekʃn
obdurate	ˈɒbdjərət
obduracy	ˈɒbdjərəsi
obituary	əˈbɪtʃuəri
objectify	əbˈdʒektɪfaɪ
objectification	əbˌdʒektɪfɪˈkeɪʃn
objectionable	əbˈdʒekʃənəbl
obligated	ˈɒblɪɡeɪtɪd
obligation	ˌɒblɪˈɡeɪʃn
obligatory	əˈblɪɡətri
obliged	əˈblaɪdʒd
obliging	əˈblaɪdʒɪŋ
obligingly	əˈblaɪdʒɪŋli
objector	əbˈdʒektə(r)
obliterate	əˈblɪtəreɪt
obliteration	əˌblɪtəˈreɪʃn
obese	əʊˈbiːs
obesity	əʊˈbiːsəti
oblong	ˈɒblɒŋ
obloquy	ˈɒbləkwi
oblivion	əˈblɪviən
obnoxious	əbˈnɒkʃəs
obnoxiously	əbˈnɒkʃəsli
obscurantism	ˌɒbskjuˈræntɪzəm
obscurantist	ˌɒbskjuˈræntɪst
obscurity	əbˈskjʊərəti
obsequies	ˈɒbsəkwiz
oblige	əˈblaɪdʒ
oblique	əˈbliːk
obliquely	əˈbliːkli
oblivious	əˈblɪviəs
obliviously	əˈblɪviəsli
observation	ˌɒbzəˈveɪʃn
observe	əbˈzɜːv
oboe	ˈəʊbəʊ
obscene	əbˈsiːn
obscenely	əbˈsiːnli
obsessive	əbˈsesɪv
obsessively	əbˈsesɪvli
oboist	ˈəʊbəʊɪst
obscure	əbˈskjʊə(r)
obsess	əbˈses
observable	əbˈzɜːvəbl
observably	əbˈzɜːvəbli
observance	əbˈzɜːvəns
observant	əbˈzɜːvənt
obsidian	əbˈsɪdiən
obstruction	əbˈstrʌkʃn
obstinate	ˈɒbstɪnət
obstinacy	ˈɒbstɪnəsi
obsessional	əbˈseʃənl
obsessionally	əbˈseʃənli
obsession	əbˈseʃn
obstruct	əbˈstrʌkt
obstructionism	əbˈstrʌkʃənɪzəm
obstructionist	əbˈstrʌkʃənɪst
obsolete	ˈɒbsəliːt
obtain	əbˈteɪn
obstetrics	əbˈstetrɪks
obstetric	əbˈstetrɪk
obstetrician	ˌɒbstəˈtrɪʃn
obsequious	əbˈsiːkwiəs
obsequiously	əbˈsiːkwiəsli
obtainable	əbˈteɪnəbl
obscenity	əbˈsenəti
observer	əbˈzɜːvə(r)
observatory	əbˈzɜːvətri
obstreperous	əbˈstrepərəs
obtrude	əbˈtruːd
obsolescence	ˌɒbsəˈlesns
obsolescent	ˌɒbsəˈlesnt
obstacle	ˈɒbstəkl
obtrusive	əbˈtruːsɪv
obtrusively	əbˈtruːsɪvli
obverse	ˈɒbvɜːs
obtuse	əbˈtjuːs
obtuseness	əbˈtjuːsnəs
occasion	əˈkeɪʒn
obstructive	əbˈstrʌktɪv
occasionally	əˈkeɪʒnəli
ocarina	ˌɒkəˈriːnə
occident	ˈɒksɪdənt
occidental	ˌɒksɪˈdentl
obvious	ˈɒbviəs
obviousness	ˈɒbviəsnəs
obviously	ˈɒbviəsli
occult	əˈkʌlt
occultist	əˈkʌltɪst
occupant	ˈɒkjəpənt
occupancy	ˈɒkjəpənsi
ocean	ˈəʊʃn
occupier	ˈɒkjupaɪə(r)
occupational	ˌɒkjuˈpeɪʃənl
occupationally	ˌɒkjuˈpeɪʃənli
occurrence	əˈkʌrəns
occupation	ˌɒkjuˈpeɪʃn
oceanarium	ˌəʊʃəˈneəriəm
occupy	ˈɒkjupaɪ
occupied	ˈɒkjupaɪd
occlude	əˈkluːd
occlusion	əˈkluːʒn
occur	əˈkɜː(r)
ocelot	ˈɒsəlɒt
oceanfront	ˈəʊʃnfrʌnt
obviate	ˈɒbvieɪt
octagon	ˈɒktəɡən
octagonal	ɒkˈtæɡənl
ocker	ˈɒkə(r)
ochre	ˈəʊkə(r)
oceanic	ˌəʊʃiˈænɪk
oceanography	ˌəʊʃəˈnɒɡrəfi
oceanographer	ˌəʊʃəˈnɒɡrəfə(r)
octave	ˈɒktɪv
octavo	ɒkˈteɪvəʊ
octahedron	ˌɒktəˈhiːdrən
octameter	ɒkˈtæmɪtə(r)
octopus	ˈɒktəpəs
octogenarian	ˌɒktədʒəˈneəriən
octane	ˈɒkteɪn
oculist	ˈɒkjəlɪst
octosyllable	ˈɒktəʊsɪləbl
octosyllabic	ˌɒktəʊsɪˈlæbɪk
ocular	ˈɒkjələ(r)
odd	ɒd
oddness	ɒdnəs
od	ˌəʊ ˈdiː
oddity	ˈɒdəti
oddments	ˈɒdməntz
ode	əʊd
oddball	ˈɒdbɔːl
odometer	əʊˈdɒmɪtə(r)
odious	ˈəʊdiəs
odds	ɒdz
oddly	ˈɒdli
odium	ˈəʊdiəm
octet	ɒkˈtet
odour	ˈəʊdə(r)
odyssey	ˈɒdəsi
oedema	ɪˈdiːmə
odorous	ˈəʊdərəs
oenophile	ˈiːnəfaɪl
off	ɒf
oedipal	ˈiːdɪpl
oesophagus	iˈsɒfəɡəs
oesophagi	iˈsɒfəɡaɪ
oestrus	ˈiːstrəs
of	əv
offcut	ˈɒfkʌt
offend	əˈfend
offending	əˈfendɪŋ
oeuvre	ˈɜːvrə
offbeat	ˌɒfˈbiːt
offer	ˈɒfə(r)
offender	əˈfendə(r)
offensive	əˈfensɪv
offensively	əˈfensɪvli
official	əˈfɪʃl
offal	ˈɒfl
offering	ˈɒfərɪŋ
offense	əˈfens
officially	əˈfɪʃəli
officialese	əˌfɪʃəˈliːz
office	ˈɒfɪs
officiate	əˈfɪʃieɪt
officer	ˈɒfɪsə(r)
offhand	ˌɒfˈhænd
offhandedly	ˌɒfˈhændɪdli
officialdom	əˈfɪʃldəm
offload	ˌɒfˈləʊd
offence	əˈfens
oenology	iːˈnɒlədʒi
offing	ˈɒfɪŋ
